#N	J	h	<m>	<m>_err	<e>	<e>_err
4	0.725000	-0.200000	0.985750	0.053327	-1.216509	0.113988
4	0.725000	-0.300000	-0.996250	0.023750	-1.738634	0.069934
4	0.725000	-0.400000	-0.996687	0.022980	-1.839703	0.068673
4	0.725000	-0.500000	-0.997500	0.018792	-1.941681	0.061724
4	0.725000	-0.600000	-0.997563	0.018166	-2.041559	0.062465
4	0.725000	-0.700000	-0.998375	0.015223	-2.144331	0.052077
4	0.725000	-0.800000	-0.998313	0.014957	-2.243756	0.055341
4	0.725000	-0.900000	-0.999188	0.010045	-2.346912	0.038171
4	0.725000	-1.000000	-0.998687	0.012741	-2.444881	0.049691
4	0.750000	1.000000	0.999437	0.008366	-2.497750	0.033465
4	0.750000	0.900000	0.999188	0.010795	-2.396925	0.040097
4	0.750000	0.800000	0.998938	0.011475	-2.295963	0.043606
4	0.750000	0.700000	0.999188	0.010045	-2.196994	0.037167
4	0.750000	0.600000	0.998375	0.014159	-2.094150	0.050973
4	0.750000	0.500000	0.998125	0.016665	-1.993719	0.054465
4	0.750000	0.400000	0.997687	0.017301	-1.892231	0.057620
4	0.750000	0.300000	0.997125	0.019950	-1.790700	0.063744
4	0.750000	0.200000	0.997500	0.017941	-1.692094	0.056259
4	0.750000	0.100000	0.994625	0.029088	-1.584275	0.082304
4	0.750000	0.000000	0.995625	0.024930	-1.487156	0.071842
4	0.750000	-0.100000	0.992188	0.035265	-1.378938	0.091187
4	0.750000	-0.200000	0.989938	0.038328	-1.273231	0.098962
4	0.750000	-0.300000	-0.996563	0.022271	-1.788938	0.069834
4	0.750000	-0.400000	-0.997625	0.019219	-1.892394	0.059734
4	0.750000	-0.500000	-0.997875	0.017099	-1.992750	0.057369
4	0.750000	-0.600000	-0.998750	0.013050	-2.095594	0.045353
4	0.750000	-0.700000	-0.998938	0.012137	-2.196069	0.044907
4	0.750000	-0.800000	-0.998500	0.016229	-2.294675	0.054974
4	0.750000	-0.900000	-0.998875	0.011805	-2.395613	0.046040
4	0.750000	-1.000000	-0.999000	0.011136	-2.496000	0.044542
4	0.775000	1.000000	0.998812	0.012754	-2.545228	0.050550
4	0.775000	0.900000	0.998938	0.012765	-2.445847	0.049323
4	0.775000	0.800000	0.999125	0.011146	-2.346684	0.041474
4	0.775000	0.700000	0.999250	0.009653	-2.247150	0.036683
4	0.775000	0.600000	0.998812	0.012125	-2.145606	0.044864
4	0.775000	0.500000	0.997938	0.015924	-2.042575	0.057325
4	0.775000	0.400000	0.997375	0.019186	-1.941103	0.063736
4	0.775000	0.300000	0.996750	0.021767	-1.839434	0.068979
4	0.775000	0.200000	0.996938	0.020879	-1.740281	0.064736
4	0.775000	0.100000	0.995687	0.025406	-1.636878	0.074544
4	0.775000	0.000000	0.994625	0.030143	-1.534597	0.079456
4	0.775000	-0.100000	0.992625	0.034578	-1.429037	0.094319
4	0.775000	-0.200000	0.991563	0.044361	-1.329116	0.095805
4	0.775000	-0.300000	-0.904188	0.420323	-1.811956	0.145430
4	0.775000	-0.400000	-0.997437	0.020187	-1.941419	0.065296
4	0.775000	-0.500000	-0.998188	0.015954	-2.043669	0.054680
4	0.775000	-0.600000	-0.998812	0.012125	-2.145606	0.044864
4	0.775000	-0.700000	-0.999062	0.010785	-2.246438	0.040982
4	0.775000	-0.800000	-0.999375	0.008817	-2.347562	0.034385
4	0.775000	-0.900000	-0.999000	0.011136	-2.446000	0.044542
4	0.775000	-1.000000	-0.999062	0.011486	-2.546253	0.045152
4	0.800000	1.000000	0.999750	0.005585	-2.598950	0.023455
4	0.800000	0.900000	0.999625	0.006836	-2.498463	0.028029
4	0.800000	0.800000	0.999437	0.008366	-2.397750	0.033465
4	0.800000	0.700000	0.999062	0.010785	-2.296344	0.042060
4	0.800000	0.600000	0.998938	0.012137	-2.196062	0.044249
4	0.800000	0.500000	0.998750	0.012437	-2.095375	0.046018
4	0.800000	0.400000	0.997875	0.016635	-1.992450	0.058549
4	0.800000	0.300000	0.997625	0.018388	-1.891988	0.060677
4	0.800000	0.200000	0.997188	0.020537	-1.790838	0.064446
4	0.800000	0.100000	0.996188	0.026092	-1.688419	0.074080
4	0.800000	0.000000	0.995188	0.026815	-1.585300	0.080024
4	0.800000	-0.100000	0.994875	0.030953	-1.485313	0.078607
4	0.800000	-0.200000	0.995375	0.025809	-1.386725	0.072328
4	0.800000	-0.300000	-0.997625	0.017517	-1.891788	0.060047
4	0.800000	-0.400000	-0.998250	0.015209	-1.993800	0.053283
4	0.800000	-0.500000	-0.998563	0.013327	-2.094681	0.049312
4	0.800000	-0.600000	-0.999000	0.013072	-2.196400	0.044485
4	0.800000	-0.700000	-0.999250	0.010431	-2.297175	0.038479
4	0.800000	-0.800000	-0.999188	0.010045	-2.396750	0.040180
4	0.800000	-0.900000	-0.999250	0.009653	-2.496925	0.039579
4	0.800000	-1.000000	-0.999625	0.006836	-2.598425	0.028712
4	0.825000	1.000000	0.999437	0.008366	-2.647581	0.035975
4	0.825000	0.900000	0.999625	0.006836	-2.548425	0.028712
4	0.825000	0.800000	0.999250	0.009653	-2.446925	0.039579
4	0.825000	0.700000	0.999250	0.011835	-2.347309	0.041083
4	0.825000	0.600000	0.999313	0.009245	-2.247319	0.036054
4	0.825000	0.500000	0.998938	0.011475	-2.145963	0.043606
4	0.825000	0.400000	0.998437	0.013888	-2.044219	0.051385
4	0.825000	0.300000	0.998437	0.013888	-1.944375	0.049996
4	0.825000	0.200000	0.997687	0.018182	-1.842216	0.059808
4	0.825000	0.100000	0.997875	0.016159	-1.742775	0.054940
4	0.825000	0.000000	0.996375	0.023103	-1.638553	0.070373
4	0.825000	-0.100000	-0.997563	0.018166	-1.741919	0.059246
4	0.825000	-0.200000	-0.998500	0.014173	-1.844853	0.047985
4	0.825000	-0.300000	-0.998500	0.013611	-1.944600	0.048998
4	0.825000	-0.400000	-0.998500	0.014714	-2.044656	0.051255
4	0.825000	-0.500000	-0.998500	0.013611	-2.144300	0.051720
4	0.825000	-0.600000	-0.999563	0.007382	-2.248294	0.028790
4	0.825000	-0.700000	-0.999062	0.010785	-2.346250	0.043139
4	0.825000	-0.800000	-0.999625	0.006836	-2.448462	0.028029
4	0.825000	-0.900000	-0.999375	0.008817	-2.547375	0.037030
4	0.825000	-1.000000	-0.999812	0.004838	-2.649194	0.020802
4	0.850000	1.000000	0.999812	0.004838	-2.699175	0.021285
4	0.850000	0.900000	0.999625	0.006836	-2.598388	0.029396
4	0.850000	0.800000	0.999812	0.004838	-2.499213	0.020318
4	0.850000	0.700000	0.999437	0.009253	-2.397800	0.035278
4	0.850000	0.600000	0.999313	0.010054	-2.297356	0.037790
4	0.850000	0.500000	0.999500	0.007890	-2.198050	0.030770
4	0.850000	0.400000	0.998938	0.011475	-2.095962	0.043606
4	0.850000	0.300000	0.998563	0.013901	-1.994787	0.049726
4	0.850000	0.200000	0.998125	0.021929	-1.894100	0.056250
4	0.850000	0.100000	0.998062	0.016422	-1.793431	0.054587
4	0.850000	0.000000	0.997938	0.016876	-1.693200	0.054582
4	0.850000	-0.100000	0.997062	0.019744	-1.590519	0.062798
4	0.850000	-0.200000	0.996188	0.023904	-1.488437	0.069692
4	0.850000	-0.300000	0.993875	0.030516	-1.382075	0.086300
4	0.850000	-0.400000	0.992687	0.036029	-1.280400	0.091047
4	0.850000	-0.500000	-0.998938	0.012765	-2.196069	0.045943
4	0.850000	-0.600000	-0.999437	0.009253	-2.297856	0.034358
4	0.850000	-0.700000	-0.999500	0.007890	-2.397950	0.032348
4	0.850000	-0.800000	-0.998938	0.013935	-2.495856	0.051464
4	0.850000	-0.900000	-0.999750	0.005585	-2.598925	0.024014
4	0.850000	-1.000000	-0.999437	0.008366	-2.697525	0.036812
4	0.875000	1.000000	0.999625	0.006836	-2.748313	0.030763
4	0.875000	0.900000	0.999687	0.006242	-2.648625	0.027466
4	0.875000	0.800000	0.999437	0.008366	-2.547581	0.035975
4	0.875000	0.700000	0.999500	0.007890	-2.447900	0.033137
4	0.875000	0.600000	0.999250	0.010431	-2.347034	0.040367
4	0.875000	0.500000	0.999250	0.009653	-2.247000	0.038613
4	0.875000	0.400000	0.999125	0.010422	-2.146588	0.040644
4	0.875000	0.300000	0.998938	0.011475	-2.045963	0.043606
4	0.875000	0.200000	0.998563	0.013901	-1.944681	0.051435
4	0.875000	0.100000	0.998125	0.016190	-1.843469	0.055263
4	0.875000	0.000000	0.998188	0.016436	-1.743875	0.054563
4	0.875000	-0.100000	0.997625	0.019219	-1.642253	0.060422
4	0.875000	-0.200000	0.997062	0.021268	-1.540853	0.063408
4	0.875000	-0.300000	0.996687	0.023650	-1.440384	0.065274
4	0.875000	-0.400000	0.747188	0.655422	-1.430453	0.281643
4	0.875000	-0.500000	-0.999563	0.007382	-2.248250	0.029529
4	0.875000	-0.600000	-0.999125	0.010422	-2.346412	0.042728
4	0.875000	-0.700000	-0.999875	0.003951	-2.449475	0.016594
4	0.875000	-0.800000	-0.999750	0.005585	-2.548925	0.024014
4	0.875000	-0.900000	-0.999750	0.005585	-2.648900	0.024572
4	0.875000	-1.000000	-0.999687	0.006242	-2.748594	0.028090
4	0.900000	1.000000	0.999875	0.003951	-2.799425	0.018174
4	0.900000	0.900000	0.999687	0.006242	-2.698594	0.028090
4	0.900000	0.800000	0.999437	0.008366	-2.597525	0.036812
4	0.900000	0.700000	0.999500	0.007890	-2.497850	0.033926
4	0.900000	0.600000	0.999500	0.007890	-2.397900	0.033137
4	0.900000	0.500000	0.999500	0.007890	-2.297950	0.032348
4	0.900000	0.400000	0.999313	0.010054	-2.197362	0.037661
4	0.900000	0.300000	0.999125	0.010422	-2.096587	0.040644
4	0.900000	0.200000	0.999125	0.010422	-1.996675	0.039602
4	0.900000	0.100000	0.999188	0.010045	-1.896994	0.037167
4	0.900000	0.000000	0.998687	0.013914	-1.795500	0.046439
4	0.900000	-0.100000	0.997625	0.017517	-1.691800	0.059911
4	0.900000	-0.200000	-0.074125	0.995108	-1.807287	0.214123
4	0.900000	-0.300000	-0.998687	0.013340	-2.094994	0.050139
4	0.900000	-0.400000	-0.999375	0.008817	-2.197500	0.035267
4	0.900000	-0.500000	-0.999375	0.008817	-2.297438	0.036149
4	0.900000	-0.600000	-0.999750	0.005585	-2.398950	0.023455
4	0.900000	-0.700000	-0.999563	0.007382	-2.498119	0.031743
4	0.900000	-0.800000	-0.999750	0.005585	-2.598900	0.024572
4	0.900000	-0.900000	-0.999812	0.004838	-2.699156	0.021769
4	0.900000	-1.000000	-0.999687	0.006242	-2.798563	0.028714
4	0.925000	1.000000	0.999812	0.004838	-2.849119	0.022737
4	0.925000	0.900000	0.999938	0.002794	-2.749713	0.012854
4	0.925000	0.800000	0.999750	0.005585	-2.648875	0.025131
4	0.925000	0.700000	0.999437	0.008366	-2.547525	0.036812
4	0.925000	0.600000	0.999625	0.007897	-2.448503	0.030521
4	0.925000	0.500000	0.999812	0.004838	-2.349212	0.020318
4	0.925000	0.400000	0.999563	0.008374	-2.248322	0.031126
4	0.925000	0.300000	0.999188	0.010045	-2.146750	0.040180
4	0.925000	0.200000	0.999625	0.007897	-2.048653	0.027388
4	0.925000	0.100000	0.998875	0.011805	-1.945725	0.044859
4	0.925000	0.000000	0.998313	0.014425	-1.843756	0.053374
4	0.925000	-0.100000	0.998625	0.013038	-1.745050	0.046936
4	0.925000	-0.200000	0.948125	0.310714	-1.652166	0.088545
4	0.925000	-0.300000	-0.999500	0.008825	-2.148116	0.032279
4	0.925000	-0.400000	-0.999687	0.006242	-2.248719	0.025593
4	0.925000	-0.500000	-0.999750	0.005585	-2.348950	0.023455
4	0.925000	-0.600000	-0.999500	0.007890	-2.447850	0.033926
4	0.925000	-0.700000	-0.999687	0.006242	-2.548625	0.027466
4	0.925000	-0.800000	-0.999500	0.008825	-2.647866	0.036661
4	0.925000	-0.900000	-0.999750	0.005585	-2.748850	0.025689
4	0.925000	-1.000000	-0.999875	0.003951	-2.849413	0.018569
4	0.950000	1.000000	0.999812	0.004838	-2.899100	0.023220
4	0.950000	0.900000	0.999812	0.004838	-2.799119	0.022737
4	0.950000	0.800000	0.999812	0.004838	-2.699137	0.022253
4	0.950000	0.700000	0.999750	0.005585	-2.598875	0.025131
4	0.950000	0.600000	0.999687	0.006242	-2.498625	0.027466
4	0.950000	0.500000	0.999625	0.006836	-2.398388	0.029396
4	0.950000	0.400000	0.999563	0.008374	-2.298281	0.031878
4	0.950000	0.300000	0.999313	0.009245	-2.197181	0.037903
4	0.950000	0.200000	0.999188	0.010045	-2.096750	0.040180
4	0.950000	0.100000	0.998875	0.012449	-1.995731	0.046422
4	0.950000	0.000000	0.998563	0.013901	-1.894656	0.050935
4	0.950000	-0.100000	0.998375	0.015728	-1.794225	0.054829
4	0.950000	-0.200000	0.997812	0.017763	-1.692481	0.059482
4	0.950000	-0.300000	0.997750	0.017534	-1.592362	0.058400
4	0.950000	-0.400000	0.997625	0.018808	-1.492281	0.059781
4	0.950000	-0.500000	0.996500	0.023122	-1.389163	0.068499
4	0.950000	-0.600000	-0.073000	0.994901	-1.934656	0.607969
4	0.950000	-0.700000	-0.999500	0.007890	-2.597750	0.035504
4	0.950000	-0.800000	-0.999812	0.004838	-2.699137	0.022253
4	0.950000	-0.900000	-0.999938	0.002794	-2.799706	0.013134
4	0.950000	-1.000000	-0.999938	0.002794	-2.899700	0.013413
4	0.975000	1.000000	0.999875	0.003951	-2.949387	0.019359
4	0.975000	0.900000	0.999875	0.003951	-2.849400	0.018964
4	0.975000	0.800000	0.999750	0.005585	-2.748825	0.026248
4	0.975000	0.700000	0.999812	0.004838	-2.649137	0.022253
4	0.975000	0.600000	0.999563	0.007382	-2.548031	0.033220
4	0.975000	0.500000	0.999625	0.007897	-2.448472	0.031133
4	0.975000	0.400000	0.999500	0.007890	-2.347850	0.033926
4	0.975000	0.300000	0.999563	0.008374	-2.248284	0.031798
4	0.975000	0.200000	0.999188	0.010045	-2.146669	0.041185
4	0.975000	0.100000	0.999250	0.009653	-2.047000	0.038613
4	0.975000	0.000000	0.999125	0.011146	-1.946709	0.041018
4	0.975000	-0.100000	0.999250	0.009653	-1.847150	0.036683
4	0.975000	-0.200000	0.997625	0.017958	-1.741456	0.063463
4	0.975000	-0.300000	0.998250	0.015714	-1.643944	0.053141
4	0.975000	-0.400000	0.997812	0.018622	-1.542831	0.058027
4	0.975000	-0.500000	0.997062	0.027371	-1.441597	0.064555
4	0.975000	-0.600000	0.774750	0.624922	-1.467600	0.387556
4	0.975000	-0.700000	-0.999687	0.006242	-2.648562	0.028714
4	0.975000	-0.800000	-0.999938	0.002794	-2.749706	0.013134
4	0.975000	-0.900000	-0.999625	0.006836	-2.848200	0.032814
4	0.975000	-1.000000	-0.999938	0.002794	-2.949694	0.013692
4	1.000000	1.000000	0.999875	0.003951	-2.999375	0.019754
4	1.000000	0.900000	0.999812	0.004838	-2.899081	0.023704
4	1.000000	0.800000	0.999812	0.004838	-2.799100	0.023220
4	1.000000	0.700000	0.999687	0.006242	-2.698531	0.029338
4	1.000000	0.600000	0.999875	0.003951	-2.599425	0.018174
4	1.000000	0.500000	0.999875	0.003951	-2.499438	0.017779
4	1.000000	0.400000	0.999875	0.003951	-2.399450	0.017384
4	1.000000	0.300000	0.999625	0.006836	-2.298388	0.029396
4	1.000000	0.200000	0.999625	0.006836	-2.198425	0.028712
4	1.000000	0.100000	0.999313	0.009245	-2.097181	0.037903
4	1.000000	0.000000	0.999437	0.008366	-1.997750	0.033465
4	1.000000	-0.100000	0.998938	0.013363	-1.896231	0.045622
4	1.000000	-0.200000	0.998812	0.012754	-1.795613	0.046299
4	1.000000	-0.300000	-0.999687	0.006242	-2.298656	0.026841
4	1.000000	-0.400000	-0.999750	0.005585	-2.398900	0.024572
4	1.000000	-0.500000	-0.999812	0.004838	-2.499156	0.021769
4	1.000000	-0.600000	-0.999875	0.003951	-2.599425	0.018174
4	1.000000	-0.700000	-0.999875	0.003951	-2.699412	0.018569
4	1.000000	-0.800000	-0.999875	0.003951	-2.799400	0.018964
4	1.000000	-0.900000	-0.999938	0.002794	-2.899694	0.013692
4	1.000000	-1.000000	-1.000000	0.000000	-3.000000	0.000000
4	1.025000	1.000000	0.999938	0.002794	-3.049681	0.014251
4	1.025000	0.900000	0.999812	0.004838	-2.949062	0.024188
4	1.025000	0.800000	0.999938	0.002794	-2.849694	0.013692
4	1.025000	0.700000	0.999812	0.004838	-2.749100	0.023220
4	1.025000	0.600000	0.999750	0.005585	-2.648825	0.026248
4	1.025000	0.500000	0.999875	0.003951	-2.549425	0.018174
4	1.025000	0.400000	0.999938	0.002794	-2.449719	0.012575
4	1.025000	0.300000	0.999812	0.004838	-2.349175	0.021285
4	1.025000	0.200000	0.999563	0.008374	-2.248247	0.032471
4	1.025000	0.100000	0.999625	0.006836	-2.148425	0.028712
4	1.025000	0.000000	0.999250	0.009653	-2.046925	0.039579
4	1.025000	-0.100000	0.999250	0.009653	-1.947000	0.038613
4	1.025000	-0.200000	0.999437	0.009253	-1.847934	0.032952
4	1.025000	-0.300000	0.998625	0.013624	-1.744903	0.049708
4	1.025000	-0.400000	0.998313	0.017818	-1.644397	0.052712
4	1.025000	-0.500000	0.998000	0.020442	-1.543825	0.056156
4	1.025000	-0.600000	0.997750	0.016619	-1.442125	0.058166
4	1.025000	-0.700000	0.510750	0.856287	-1.681969	0.606524
4	1.025000	-0.800000	-0.999938	0.002794	-2.849694	0.013692
4	1.025000	-0.900000	-1.000000	0.000000	-2.950000	0.000001
4	1.025000	-1.000000	-0.999938	0.002794	-3.049681	0.014251
4	1.050000	1.000000	1.000000	0.000000	-3.100000	0.000000
4	1.050000	0.900000	0.999812	0.004838	-2.999044	0.024672
4	1.050000	0.800000	1.000000	0.000000	-2.900000	0.000000
4	1.050000	0.700000	1.000000	0.000000	-2.800000	0.000001
4	1.050000	0.600000	0.999875	0.003951	-2.699400	0.018964
4	1.050000	0.500000	0.999938	0.002794	-2.599706	0.013134
4	1.050000	0.400000	0.999625	0.006836	-2.498275	0.031447
4	1.050000	0.300000	0.999625	0.007897	-2.398444	0.031660
4	1.050000	0.200000	0.999875	0.003951	-2.299450	0.017384
4	1.050000	0.100000	0.999625	0.006836	-2.198387	0.029396
4	1.050000	0.000000	0.999750	0.005585	-2.098950	0.023455
4	1.050000	-0.100000	0.999500	0.007890	-1.997950	0.032348
4	1.050000	-0.200000	0.999437	0.008366	-1.897750	0.033465
4	1.050000	-0.300000	0.999437	0.008366	-1.797806	0.032629
4	1.050000	-0.400000	0.999000	0.011816	-1.696331	0.042453
4	1.050000	-0.500000	0.999125	0.010422	-1.596762	0.038560
4	1.050000	-0.600000	0.998687	0.013914	-1.495406	0.048045
4	1.050000	-0.700000	-0.621812	0.781253	-2.531200	0.554261
4	1.050000	-0.800000	-0.999875	0.003951	-2.899375	0.019754
4	1.050000	-0.900000	-0.999938	0.002794	-2.999681	0.014251
4	1.050000	-1.000000	-1.000000	0.000000	-3.100000	0.000000
4	1.075000	1.000000	1.000000	0.000000	-3.150000	0.000001
4	1.075000	0.900000	0.999938	0.002794	-3.049675	0.014531
4	1.075000	0.800000	0.999938	0.002794	-2.949681	0.014251
4	1.075000	0.700000	1.000000	0.000000	-2.850000	0.000001
4	1.075000	0.600000	0.999938	0.002794	-2.749694	0.013692
4	1.075000	0.500000	0.999875	0.003951	-2.649400	0.018964
4	1.075000	0.400000	0.999750	0.005585	-2.548825	0.026248
4	1.075000	0.300000	0.999938	0.002794	-2.449712	0.012854
4	1.075000	0.200000	0.999500	0.007890	-2.347750	0.035504
4	1.075000	0.100000	0.999812	0.004838	-2.249175	0.021285
4	1.075000	0.000000	0.999812	0.004838	-2.149194	0.020802
4	1.075000	-0.100000	0.999500	0.007890	-2.047900	0.033137
4	1.075000	-0.200000	0.999500	0.007890	-1.947950	0.032348
4	1.075000	-0.300000	0.998687	0.013914	-1.845019	0.051331
4	1.075000	-0.400000	0.999375	0.008817	-1.747562	0.034385
4	1.075000	-0.500000	0.999188	0.010795	-1.647047	0.038266
4	1.075000	-0.600000	0.998062	0.016422	-1.543100	0.057191
4	1.075000	-0.700000	-0.074438	0.996101	-2.198075	0.700958
4	1.075000	-0.800000	-0.999812	0.004838	-2.949044	0.024672
4	1.075000	-0.900000	-0.999938	0.002794	-3.049675	0.014531
4	1.075000	-1.000000	-0.999875	0.003951	-3.149337	0.020940
4	1.100000	1.000000	0.251688	0.965849	-2.444537	0.974696
4	1.100000	0.900000	1.000000	0.000000	-3.100000	0.000000
4	1.100000	0.800000	0.999875	0.003951	-2.999350	0.020545
4	1.100000	0.700000	0.999938	0.002794	-2.899681	0.014251
4	1.100000	0.600000	1.000000	0.000000	-2.800000	0.000001
4	1.100000	0.500000	0.999875	0.003951	-2.699387	0.019359
4	1.100000	0.400000	0.999750	0.005585	-2.598800	0.026806
4	1.100000	0.300000	1.000000	0.000000	-2.500000	0.000000
4	1.100000	0.200000	0.999812	0.004838	-2.399138	0.022253
4	1.100000	0.100000	0.999437	0.008366	-2.297469	0.037649
4	1.100000	0.000000	0.999750	0.005585	-2.198900	0.024572
4	1.100000	-0.100000	0.999750	0.005585	-2.098925	0.024014
4	1.100000	-0.200000	0.999563	0.007382	-1.998162	0.031005
4	1.100000	-0.300000	0.999625	0.006836	-1.898463	0.028029
4	1.100000	-0.400000	0.999500	0.007890	-1.798000	0.031559
4	1.100000	-0.500000	0.999062	0.010785	-1.696344	0.042060
4	1.100000	-0.600000	0.999375	0.008817	-1.597625	0.033503
4	1.100000	-0.700000	0.998500	0.014714	-1.494725	0.050336
4	1.100000	-0.800000	0.998687	0.013914	-1.395550	0.045739
4	1.100000	-0.900000	0.473750	0.878394	-1.765787	0.795943
4	1.100000	-1.000000	-0.999938	0.002794	-3.199662	0.015090
4	1.125000	1.000000	-0.235813	0.969871	-2.006734	0.975691
4	1.125000	0.900000	0.999938	0.002794	-3.149662	0.015090
4	1.125000	0.800000	0.999875	0.003951	-3.049338	0.020940
4	1.125000	0.700000	1.000000	0.000000	-2.950000	0.000001
4	1.125000	0.600000	1.000000	0.000000	-2.850000	0.000001
4	1.125000	0.500000	0.999938	0.002794	-2.749688	0.013972
4	1.125000	0.400000	0.999875	0.003951	-2.649387	0.019359
4	1.125000	0.300000	0.999750	0.005585	-2.548800	0.026806
4	1.125000	0.200000	0.999812	0.004838	-2.449119	0.022737
4	1.125000	0.100000	0.999812	0.004838	-2.349137	0.022253
4	1.125000	0.000000	0.999563	0.007382	-2.248031	0.033220
4	1.125000	-0.100000	0.999687	0.006242	-2.148625	0.027466
4	1.125000	-0.200000	0.999812	0.004838	-2.049194	0.020802
4	1.125000	-0.300000	0.999250	0.011835	-1.947131	0.041769
4	1.125000	-0.400000	0.999687	0.006242	-1.848719	0.025593
4	1.125000	-0.500000	0.999062	0.012147	-1.746531	0.043354
4	1.125000	-0.600000	0.998750	0.014197	-1.645406	0.049030
4	1.125000	-0.700000	0.998563	0.019909	-1.545663	0.050125
4	1.125000	-0.800000	0.447688	0.891298	-1.882288	0.720032
4	1.125000	-0.900000	-1.000000	0.000000	-3.150000	0.000001
4	1.125000	-1.000000	-1.000000	0.000000	-3.250000	0.000000
4	1.150000	1.000000	-0.999062	0.011486	-1.296769	0.038644
4	1.150000	0.900000	-0.998687	0.014464	-1.395575	0.046844
4	1.150000	0.800000	-0.999125	0.011146	-1.496819	0.039536
4	1.150000	0.700000	-0.998812	0.012125	-1.595369	0.047289
4	1.150000	0.600000	-0.999563	0.007382	-1.698250	0.029529
4	1.150000	0.500000	-0.999437	0.008366	-1.797694	0.034302
4	1.150000	0.400000	-0.999062	0.014493	-1.896494	0.047638
4	1.150000	0.300000	-0.999375	0.008817	-1.997313	0.037912
4	1.150000	0.200000	-0.999750	0.005585	-2.098900	0.024572
4	1.150000	0.100000	-0.999750	0.005585	-2.198875	0.025131
4	1.150000	0.000000	-0.999938	0.002794	-2.299713	0.012854
4	1.150000	-0.100000	-0.999812	0.004838	-2.399119	0.022737
4	1.150000	-0.200000	-0.999750	0.005585	-2.498800	0.026806
4	1.150000	-0.300000	-0.999938	0.002794	-2.599694	0.013692
4	1.150000	-0.400000	-0.999812	0.004838	-2.699062	0.024188
4	1.150000	-0.500000	-0.999938	0.002794	-2.799681	0.014251
4	1.150000	-0.600000	-1.000000	0.000000	-2.900000	0.000000
4	1.150000	-0.700000	-1.000000	0.000000	-3.000000	0.000000
4	1.150000	-0.800000	-0.999938	0.002794	-3.099663	0.015090
4	1.150000	-0.900000	-1.000000	0.000000	-3.200000	0.000001
4	1.150000	-1.000000	-1.000000	0.000000	-3.300000	0.000001
4	1.175000	1.000000	0.999938	0.002794	-3.349644	0.015928
