0	0.716174	0.891674	0.824010
1	0.716760	0.801115	0.781571
2	0.717902	0.773278	0.762475
3	0.717743	0.759646	0.756473
4	0.718109	0.754640	0.751370
5	0.719647	0.748462	0.749811
6	0.720044	0.749441	0.745958
7	0.720343	0.744620	0.744482
8	0.722083	0.745322	0.744586
9	0.720239	0.745077	0.743671
10	0.719073	0.745100	0.744694
11	0.720264	0.745401	0.744985
12	0.719427	0.745188	0.743441
13	0.721448	0.743451	0.744196
14	0.718573	0.742861	0.743037
15	0.721313	0.743021	0.741490
16	0.720483	0.740359	0.740339
17	0.720544	0.740975	0.742938
18	0.721143	0.744891	0.744610
19	0.718842	0.743209	0.742627
20	0.720697	0.743010	0.743262
21	0.719006	0.741926	0.740631
22	0.720123	0.745718	0.744992
23	0.720752	0.743388	0.742590
24	0.722443	0.742852	0.741707
25	0.719598	0.743474	0.743492
26	0.719672	0.743971	0.743065
27	0.720435	0.744115	0.743898
28	0.719867	0.742796	0.743142
29	0.718378	0.742533	0.742315
30	0.718579	0.741048	0.743436
31	0.719086	0.745919	0.744117
32	0.720642	0.742070	0.741663
33	0.719574	0.741231	0.742297
34	0.719189	0.744619	0.743458
35	0.719495	0.743502	0.745428
36	0.717700	0.743426	0.743939
37	0.720685	0.745960	0.745418
38	0.719073	0.744385	0.745310
39	0.718536	0.743193	0.742761
40	0.721979	0.742024	0.742263
41	0.720197	0.740690	0.742611
42	0.719196	0.743731	0.744180
43	0.719110	0.742873	0.741416
44	0.720520	0.742011	0.739529
45	0.720923	0.743445	0.746672
46	0.721655	0.748232	0.745259
47	0.720715	0.745338	0.744948
48	0.719397	0.743649	0.741334
49	0.719232	0.743730	0.743944
50	0.719604	0.744960	0.744647
51	0.719177	0.743807	0.743227
52	0.720416	0.744065	0.745686
53	0.720630	0.745785	0.743609
54	0.718079	0.744749	0.744049
55	0.719855	0.744984	0.742522
56	0.721313	0.743645	0.745507
57	0.720813	0.744837	0.746787
58	0.720837	0.746603	0.744822
59	0.721136	0.744853	0.745440
60	0.719293	0.742293	0.741414
61	0.719031	0.743559	0.745250
62	0.720001	0.744660	0.743932
63	0.719714	0.743677	0.743228
64	0.721411	0.745926	0.746358
65	0.720038	0.747678	0.746190
66	0.720331	0.744779	0.744415
67	0.719482	0.746969	0.745516
68	0.720624	0.746958	0.747163
69	0.720056	0.744869	0.744113
70	0.720013	0.743571	0.742906
71	0.718311	0.742013	0.744776
72	0.719586	0.743742	0.742678
73	0.720770	0.742310	0.743605
74	0.719122	0.742358	0.743317
75	0.720947	0.744315	0.746241
76	0.718121	0.744677	0.743352
77	0.720239	0.742780	0.741766
78	0.719836	0.741772	0.742550
79	0.721417	0.742315	0.743231
80	0.719922	0.743317	0.741742
81	0.719379	0.741890	0.743400
82	0.720532	0.742768	0.744169
83	0.720630	0.744532	0.742666
84	0.718628	0.742209	0.742656
85	0.719562	0.744974	0.744778
86	0.721832	0.743372	0.743037
87	0.718842	0.741224	0.741991
88	0.720386	0.742711	0.744285
89	0.719171	0.744898	0.744207
90	0.719446	0.744022	0.743826
91	0.720575	0.742503	0.742409
92	0.719073	0.742953	0.742466
93	0.720032	0.742098	0.743488
94	0.720746	0.743762	0.743918
95	0.721521	0.742574	0.744095
96	0.720581	0.742447	0.743832
97	0.721289	0.743156	0.740301
98	0.720129	0.738342	0.735492
99	0.718799	0.738895	0.739693
