x	l	dc
4.000000e-02	4	1.176988e+00
4.000000e-02	5	1.177143e+00
4.000000e-02	6	1.177155e+00
5.000000e-02	0	1.696071e+00
5.000000e-02	1	1.977927e+00
5.000000e-02	2	1.210078e+00
5.000000e-02	3	1.210365e+00
5.000000e-02	4	1.205379e+00
5.000000e-02	5	1.205851e+00
5.000000e-02	6	1.205455e+00
6.000000e-02	0	1.696071e+00
6.000000e-02	1	2.037747e+00
6.000000e-02	2	1.238772e+00
6.000000e-02	3	1.236912e+00
6.000000e-02	4	1.234543e+00
6.000000e-02	5	1.235447e+00
6.000000e-02	6	1.234655e+00
7.000000e-02	0	1.696071e+00
7.000000e-02	1	2.098716e+00
7.000000e-02	2	1.269033e+00
7.000000e-02	3	1.264236e+00
7.000000e-02	4	1.264507e+00
7.000000e-02	5	1.265957e+00
7.000000e-02	6	1.264787e+00
8.000000e-02	0	1.696071e+00
8.000000e-02	1	2.160834e+00
8.000000e-02	2	1.300927e+00
8.000000e-02	3	1.292382e+00
8.000000e-02	4	1.295299e+00
8.000000e-02	5	1.297411e+00
8.000000e-02	6	1.295885e+00
9.000000e-02	0	1.696071e+00
9.000000e-02	1	2.224102e+00
9.000000e-02	2	1.334519e+00
9.000000e-02	3	1.321399e+00
9.000000e-02	4	1.326948e+00
9.000000e-02	5	1.329836e+00
9.000000e-02	6	1.327983e+00
1.000000e-01	0	1.696071e+00
1.000000e-01	1	2.288520e+00
1.000000e-01	2	1.369878e+00
1.000000e-01	3	1.351337e+00
1.000000e-01	4	1.359487e+00
1.000000e-01	5	1.363265e+00
1.000000e-01	6	1.361118e+00
1.100000e-01	0	1.696071e+00
1.100000e-01	1	2.354087e+00
1.100000e-01	2	1.407074e+00
1.100000e-01	3	1.382248e+00
1.100000e-01	4	1.392949e+00
1.100000e-01	5	1.397727e+00
1.100000e-01	6	1.395327e+00
1.200000e-01	0	1.696071e+00
1.200000e-01	1	2.420804e+00
1.200000e-01	2	1.446175e+00
1.200000e-01	3	1.414190e+00
1.200000e-01	4	1.427370e+00
1.200000e-01	5	1.433257e+00
1.200000e-01	6	1.430649e+00
1.300000e-01	0	1.696071e+00
1.300000e-01	1	2.488670e+00
1.300000e-01	2	1.487254e+00
1.300000e-01	3	1.447222e+00
1.300000e-01	4	1.462788e+00
1.300000e-01	5	1.469891e+00
1.300000e-01	6	1.467124e+00
1.400000e-01	0	1.696071e+00
1.400000e-01	1	2.557685e+00
1.400000e-01	2	1.530382e+00
1.400000e-01	3	1.481406e+00
1.400000e-01	4	1.499243e+00
1.400000e-01	5	1.507663e+00
1.400000e-01	6	1.504794e+00
1.500000e-01	0	1.696071e+00
1.500000e-01	1	2.627850e+00
1.500000e-01	2	1.575634e+00
1.500000e-01	3	1.516808e+00
1.500000e-01	4	1.536779e+00
1.500000e-01	5	1.546613e+00
1.500000e-01	6	1.543703e+00
1.600000e-01	0	1.696071e+00
1.600000e-01	1	2.699164e+00
1.600000e-01	2	1.623084e+00
1.600000e-01	3	1.553497e+00
1.600000e-01	4	1.575442e+00
1.600000e-01	5	1.586781e+00
1.600000e-01	6	1.583894e+00
1.700000e-01	0	1.696071e+00
1.700000e-01	1	2.771628e+00
1.700000e-01	2	1.672807e+00
1.700000e-01	3	1.591548e+00
1.700000e-01	4	1.615279e+00
1.700000e-01	5	1.628210e+00
1.700000e-01	6	1.625416e+00
1.800000e-01	0	1.696071e+00
1.800000e-01	1	2.845242e+00
1.800000e-01	2	1.724882e+00
1.800000e-01	3	1.631035e+00
1.800000e-01	4	1.656343e+00
1.800000e-01	5	1.670943e+00
1.800000e-01	6	1.668317e+00
1.900000e-01	0	1.696071e+00
1.900000e-01	1	2.920004e+00
1.900000e-01	2	1.779385e+00
1.900000e-01	3	1.672040e+00
1.900000e-01	4	1.698688e+00
1.900000e-01	5	1.715029e+00
1.900000e-01	6	1.712647e+00
2.000000e-01	0	1.696071e+00
2.000000e-01	1	2.995917e+00
2.000000e-01	2	1.836396e+00
2.000000e-01	3	1.714648e+00
2.000000e-01	4	1.742372e+00
2.000000e-01	5	1.760516e+00
2.000000e-01	6	1.758459e+00
2.100000e-01	0	1.696071e+00
2.100000e-01	1	3.072979e+00
2.100000e-01	2	1.895996e+00
2.100000e-01	3	1.758945e+00
2.100000e-01	4	1.787458e+00
2.100000e-01	5	1.807458e+00
2.100000e-01	6	1.805808e+00
2.200000e-01	0	1.696071e+00
2.200000e-01	1	3.151190e+00
2.200000e-01	2	1.958267e+00
2.200000e-01	3	1.805026e+00
2.200000e-01	4	1.834011e+00
2.200000e-01	5	1.855908e+00
2.200000e-01	6	1.854753e+00
2.300000e-01	0	1.696071e+00
2.300000e-01	1	3.230550e+00
2.300000e-01	2	2.023290e+00
2.300000e-01	3	1.852986e+00
2.300000e-01	4	1.882099e+00
2.300000e-01	5	1.905925e+00
2.300000e-01	6	1.905352e+00
2.400000e-01	0	1.696071e+00
2.400000e-01	1	3.311061e+00
2.400000e-01	2	2.091149e+00
2.400000e-01	3	1.902927e+00
2.400000e-01	4	1.931798e+00
2.400000e-01	5	1.957571e+00
2.400000e-01	6	1.957669e+00
2.500000e-01	0	1.696071e+00
2.500000e-01	1	3.392720e+00
2.500000e-01	2	2.161930e+00
2.500000e-01	3	1.954956e+00
2.500000e-01	4	1.983184e+00
2.500000e-01	5	2.010911e+00
2.500000e-01	6	2.011770e+00
2.600000e-01	0	1.696071e+00
2.600000e-01	1	3.475529e+00
2.600000e-01	2	2.235719e+00
2.600000e-01	3	2.009182e+00
2.600000e-01	4	2.036341e+00
2.600000e-01	5	2.066014e+00
2.600000e-01	6	2.067723e+00
2.700000e-01	0	1.696071e+00
2.700000e-01	1	3.559488e+00
2.700000e-01	2	2.312603e+00
2.700000e-01	3	2.065722e+00
2.700000e-01	4	2.091357e+00
2.700000e-01	5	2.122952e+00
2.700000e-01	6	2.125600e+00
2.800000e-01	0	1.696071e+00
2.800000e-01	1	3.644596e+00
2.800000e-01	2	2.392671e+00
2.800000e-01	3	2.124695e+00
2.800000e-01	4	2.148324e+00
2.800000e-01	5	2.181803e+00
2.800000e-01	6	2.185477e+00
2.900000e-01	0	1.696071e+00
2.900000e-01	1	3.730854e+00
2.900000e-01	2	2.476011e+00
2.900000e-01	3	2.186227e+00
2.900000e-01	4	2.207341e+00
2.900000e-01	5	2.242648e+00
2.900000e-01	6	2.247434e+00
3.000000e-01	0	1.696071e+00
3.000000e-01	1	3.818261e+00
3.000000e-01	2	2.562715e+00
3.000000e-01	3	2.250450e+00
3.000000e-01	4	2.268512e+00
3.000000e-01	5	2.305574e+00
3.000000e-01	6	2.311553e+00
3.100000e-01	0	1.696071e+00
3.100000e-01	1	3.906817e+00
3.100000e-01	2	2.652874e+00
3.100000e-01	3	2.317499e+00
3.100000e-01	4	2.331948e+00
3.100000e-01	5	2.370672e+00
3.100000e-01	6	2.377923e+00
3.200000e-01	0	1.696071e+00
3.200000e-01	1	3.996523e+00
3.200000e-01	2	2.746581e+00
3.200000e-01	3	2.387516e+00
3.200000e-01	4	2.397764e+00
3.200000e-01	5	2.438039e+00
3.200000e-01	6	2.446637e+00
3.300000e-01	0	1.696071e+00
3.300000e-01	1	4.087379e+00
3.300000e-01	2	2.843931e+00
3.300000e-01	3	2.460649e+00
3.300000e-01	4	2.466085e+00
3.300000e-01	5	2.507780e+00
3.300000e-01	6	2.517791e+00
3.400000e-01	0	1.696071e+00
3.400000e-01	1	4.179383e+00
3.400000e-01	2	2.945019e+00
3.400000e-01	3	2.537052e+00
3.400000e-01	4	2.537041e+00
3.400000e-01	5	2.580001e+00
3.400000e-01	6	2.591488e+00
3.500000e-01	0	1.696071e+00
3.500000e-01	1	4.272538e+00
3.500000e-01	2	3.049940e+00
3.500000e-01	3	2.616884e+00
3.500000e-01	4	2.610769e+00
3.500000e-01	5	2.654821e+00
3.500000e-01	6	2.667836e+00
3.600000e-01	0	1.696071e+00
3.600000e-01	1	4.366842e+00
3.600000e-01	2	3.158794e+00
3.600000e-01	3	2.700310e+00
3.600000e-01	4	2.687417e+00
3.600000e-01	5	2.732361e+00
3.600000e-01	6	2.746951e+00
3.700000e-01	0	1.696071e+00
3.700000e-01	1	4.462295e+00
3.700000e-01	2	3.271677e+00
3.700000e-01	3	2.787503e+00
3.700000e-01	4	2.767136e+00
3.700000e-01	5	2.812751e+00
3.700000e-01	6	2.828951e+00
3.800000e-01	0	1.696071e+00
3.800000e-01	1	4.558898e+00
3.800000e-01	2	3.388691e+00
3.800000e-01	3	2.878642e+00
3.800000e-01	4	2.850090e+00
3.800000e-01	5	2.896131e+00
3.800000e-01	6	2.913966e+00
3.900000e-01	0	1.696071e+00
3.900000e-01	1	4.656650e+00
3.900000e-01	2	3.509935e+00
3.900000e-01	3	2.973911e+00
3.900000e-01	4	2.936451e+00
3.900000e-01	5	2.982647e+00
3.900000e-01	6	3.002130e+00
4.000000e-01	0	1.696071e+00
4.000000e-01	1	4.755552e+00
4.000000e-01	2	3.635513e+00
4.000000e-01	3	3.073503e+00
4.000000e-01	4	3.026399e+00
4.000000e-01	5	3.072454e+00
4.000000e-01	6	3.093586e+00
4.100000e-01	0	1.696071e+00
4.100000e-01	1	4.855603e+00
4.100000e-01	2	3.765527e+00
4.100000e-01	3	3.177617e+00
4.100000e-01	4	3.120126e+00
4.100000e-01	5	3.165718e+00
4.100000e-01	6	3.188485e+00
4.200000e-01	0	1.696071e+00
4.200000e-01	1	4.956804e+00
4.200000e-01	2	3.900081e+00
4.200000e-01	3	3.286459e+00
4.200000e-01	4	3.217832e+00
4.200000e-01	5	3.262614e+00
4.200000e-01	6	3.286989e+00
4.300000e-01	0	1.696071e+00
4.300000e-01	1	5.059154e+00
4.300000e-01	2	4.039282e+00
4.300000e-01	3	3.400243e+00
4.300000e-01	4	3.319730e+00
4.300000e-01	5	3.363329e+00
4.300000e-01	6	3.389266e+00
4.400000e-01	0	1.696071e+00
4.400000e-01	1	5.162654e+00
4.400000e-01	2	4.183236e+00
4.400000e-01	3	3.519190e+00
4.400000e-01	4	3.426043e+00
4.400000e-01	5	3.468060e+00
4.400000e-01	6	3.495497e+00
4.500000e-01	0	1.696071e+00
4.500000e-01	1	5.267303e+00
4.500000e-01	2	4.332050e+00
4.500000e-01	3	3.643530e+00
4.500000e-01	4	3.537007e+00
4.500000e-01	5	3.577016e+00
4.500000e-01	6	3.605874e+00
4.600000e-01	0	1.696071e+00
4.600000e-01	1	5.373101e+00
4.600000e-01	2	4.485834e+00
4.600000e-01	3	3.773498e+00
4.600000e-01	4	3.652869e+00
4.600000e-01	5	3.690420e+00
4.600000e-01	6	3.720599e+00
4.700000e-01	0	1.696071e+00
4.700000e-01	1	5.480049e+00
4.700000e-01	2	4.644698e+00
4.700000e-01	3	3.909339e+00
4.700000e-01	4	3.773892e+00
4.700000e-01	5	3.808509e+00
4.700000e-01	6	3.839890e+00
4.800000e-01	0	1.696071e+00
4.800000e-01	1	5.588147e+00
4.800000e-01	2	4.808752e+00
4.800000e-01	3	4.051307e+00
4.800000e-01	4	3.900349e+00
4.800000e-01	5	3.931532e+00
4.800000e-01	6	3.963974e+00
4.900000e-01	0	1.696071e+00
4.900000e-01	1	5.697394e+00
4.900000e-01	2	4.978110e+00
4.900000e-01	3	4.199664e+00
4.900000e-01	4	4.032530e+00
4.900000e-01	5	4.059756e+00
4.900000e-01	6	4.093096e+00
5.000000e-01	0	1.696071e+00
5.000000e-01	1	5.807790e+00
5.000000e-01	2	5.152885e+00
5.000000e-01	3	4.354679e+00
5.000000e-01	4	4.170737e+00
5.000000e-01	5	4.193463e+00
5.000000e-01	6	4.227516e+00
5.100000e-01	0	1.696071e+00
5.100000e-01	1	5.919336e+00
5.100000e-01	2	5.333191e+00
5.100000e-01	3	4.516631e+00
5.100000e-01	4	4.315291e+00
5.100000e-01	5	4.332952e+00
5.100000e-01	6	4.367507e+00
5.200000e-01	0	1.696071e+00
5.200000e-01	1	6.032032e+00
5.200000e-01	2	5.519144e+00
5.200000e-01	3	4.685808e+00
5.200000e-01	4	4.466528e+00
5.200000e-01	5	4.478541e+00
5.200000e-01	6	4.513365e+00
5.300000e-01	0	1.696071e+00
5.300000e-01	1	6.145876e+00
5.300000e-01	2	5.710861e+00
5.300000e-01	3	4.862508e+00
5.300000e-01	4	4.624799e+00
5.300000e-01	5	4.630566e+00
5.300000e-01	6	4.665400e+00
5.400000e-01	0	1.696071e+00
5.400000e-01	1	6.260871e+00
5.400000e-01	2	5.908460e+00
5.400000e-01	3	5.047036e+00
5.400000e-01	4	4.790474e+00
5.400000e-01	5	4.789385e+00
5.400000e-01	6	4.823946e+00
5.500000e-01	0	1.696071e+00
5.500000e-01	1	6.377015e+00
5.500000e-01	2	6.112061e+00
5.500000e-01	3	5.239709e+00
5.500000e-01	4	4.963943e+00
5.500000e-01	5	4.955376e+00
5.500000e-01	6	4.989355e+00
5.600000e-01	0	1.696071e+00
5.600000e-01	1	6.494308e+00
5.600000e-01	2	6.321784e+00
5.600000e-01	3	5.440853e+00
5.600000e-01	4	5.145613e+00
5.600000e-01	5	5.128941e+00
5.600000e-01	6	5.162005e+00
5.700000e-01	0	1.696071e+00
5.700000e-01	1	6.612751e+00
5.700000e-01	2	6.537749e+00
5.700000e-01	3	5.650804e+00
5.700000e-01	4	5.335911e+00
5.700000e-01	5	5.310507e+00
5.700000e-01	6	5.342296e+00
5.800000e-01	0	1.696071e+00
5.800000e-01	1	6.732343e+00
5.800000e-01	2	6.760081e+00
5.800000e-01	3	5.869907e+00
5.800000e-01	4	5.535286e+00
5.800000e-01	5	5.500525e+00
5.800000e-01	6	5.530657e+00
5.900000e-01	0	1.696071e+00
5.900000e-01	1	6.853085e+00
5.900000e-01	2	6.988902e+00
5.900000e-01	3	6.098519e+00
5.900000e-01	4	5.744209e+00
5.900000e-01	5	5.699473e+00
5.900000e-01	6	5.727542e+00
6.000000e-01	0	1.696071e+00
6.000000e-01	1	6.974976e+00
6.000000e-01	2	7.224338e+00
6.000000e-01	3	6.337006e+00
6.000000e-01	4	5.963171e+00
6.000000e-01	5	5.907859e+00
6.000000e-01	6	5.933438e+00
6.100000e-01	0	1.696071e+00
6.100000e-01	1	7.098016e+00
6.100000e-01	2	7.466515e+00
6.100000e-01	3	6.585748e+00
6.100000e-01	4	6.192690e+00
6.100000e-01	5	6.126221e+00
6.100000e-01	6	6.148860e+00
6.200000e-01	0	1.696071e+00
6.200000e-01	1	7.222207e+00
6.200000e-01	2	7.715559e+00
6.200000e-01	3	6.845132e+00
6.200000e-01	4	6.433305e+00
6.200000e-01	5	6.355127e+00
6.200000e-01	6	6.374361e+00
6.300000e-01	0	1.696071e+00
6.300000e-01	1	7.347546e+00
6.300000e-01	2	7.971599e+00
6.300000e-01	3	7.115558e+00
6.300000e-01	4	6.685583e+00
6.300000e-01	5	6.595182e+00
6.300000e-01	6	6.610527e+00
6.400000e-01	0	1.696071e+00
6.400000e-01	1	7.474035e+00
6.400000e-01	2	8.234765e+00
6.400000e-01	3	7.397438e+00
6.400000e-01	4	6.950116e+00
6.400000e-01	5	6.847023e+00
6.400000e-01	6	6.857987e+00
6.500000e-01	0	1.696071e+00
6.500000e-01	1	7.601674e+00
6.500000e-01	2	8.505188e+00
6.500000e-01	3	7.691195e+00
6.500000e-01	4	7.227524e+00
6.500000e-01	5	7.111328e+00
6.500000e-01	6	7.117407e+00
6.600000e-01	0	1.696071e+00
6.600000e-01	1	7.730462e+00
6.600000e-01	2	8.782998e+00
6.600000e-01	3	7.997265e+00
6.600000e-01	4	7.518454e+00
6.600000e-01	5	7.388813e+00
6.600000e-01	6	7.389500e+00
6.700000e-01	0	1.696071e+00
6.700000e-01	1	7.860399e+00
6.700000e-01	2	9.068330e+00
6.700000e-01	3	8.316093e+00
6.700000e-01	4	7.823586e+00
6.700000e-01	5	7.680237e+00
6.700000e-01	6	7.675025e+00
6.800000e-01	0	1.696071e+00
6.800000e-01	1	7.991486e+00
6.800000e-01	2	9.361316e+00
6.800000e-01	3	8.648140e+00
6.800000e-01	4	8.143626e+00
6.800000e-01	5	7.986401e+00
6.800000e-01	6	7.974793e+00
6.900000e-01	0	1.696071e+00
6.900000e-01	1	8.123723e+00
6.900000e-01	2	9.662092e+00
6.900000e-01	3	8.993878e+00
6.900000e-01	4	8.479315e+00
6.900000e-01	5	8.308155e+00
6.900000e-01	6	8.289667e+00
7.000000e-01	0	1.696071e+00
7.000000e-01	1	8.257109e+00
7.000000e-01	2	9.970795e+00
7.000000e-01	3	9.353790e+00
7.000000e-01	4	8.831427e+00
7.000000e-01	5	8.646397e+00
7.000000e-01	6	8.620568e+00
7.100000e-01	0	1.696071e+00
7.100000e-01	1	8.391644e+00
7.100000e-01	2	1.028756e+01
7.100000e-01	3	9.728376e+00
7.100000e-01	4	9.200769e+00
7.100000e-01	5	9.002077e+00
7.100000e-01	6	8.968479e+00
7.200000e-01	0	1.696071e+00
7.200000e-01	1	8.527329e+00
7.200000e-01	2	1.061253e+01
7.200000e-01	3	1.011815e+01
7.200000e-01	4	9.588184e+00
7.200000e-01	5	9.376200e+00
7.200000e-01	6	9.334445e+00
7.300000e-01	0	1.696071e+00
7.300000e-01	1	8.664163e+00
7.300000e-01	2	1.094584e+01
7.300000e-01	3	1.052362e+01
7.300000e-01	4	9.994553e+00
7.300000e-01	5	9.769829e+00
7.300000e-01	6	9.719585e+00
7.400000e-01	0	1.696071e+00
7.400000e-01	1	8.802147e+00
7.400000e-01	2	1.128764e+01
7.400000e-01	3	1.094535e+01
7.400000e-01	4	1.042079e+01
7.400000e-01	5	1.018408e+01
7.400000e-01	6	1.012509e+01
7.500000e-01	0	1.696071e+00
7.500000e-01	1	8.941280e+00
7.500000e-01	2	1.163806e+01
7.500000e-01	3	1.138387e+01
7.500000e-01	4	1.086786e+01
7.500000e-01	5	1.062016e+01
7.500000e-01	6	1.055223e+01
7.600000e-01	0	1.696071e+00
7.600000e-01	1	9.081563e+00
7.600000e-01	2	1.199725e+01
7.600000e-01	3	1.183976e+01
7.600000e-01	4	1.133676e+01
7.600000e-01	5	1.107929e+01
7.600000e-01	6	1.100235e+01
7.700000e-01	0	1.696071e+00
7.700000e-01	1	9.222995e+00
7.700000e-01	2	1.236535e+01
7.700000e-01	3	1.231359e+01
7.700000e-01	4	1.182852e+01
7.700000e-01	5	1.156283e+01
7.700000e-01	6	1.147691e+01
7.800000e-01	0	1.696071e+00
7.800000e-01	1	9.365577e+00
7.800000e-01	2	1.274251e+01
7.800000e-01	3	1.280597e+01
7.800000e-01	4	1.234424e+01
7.800000e-01	5	1.207215e+01
7.800000e-01	6	1.197744e+01
7.900000e-01	0	1.696071e+00
7.900000e-01	1	9.509308e+00
7.900000e-01	2	1.312888e+01
7.900000e-01	3	1.331750e+01
7.900000e-01	4	1.288504e+01
7.900000e-01	5	1.260874e+01
7.900000e-01	6	1.250559e+01
8.000000e-01	0	1.696071e+00
8.000000e-01	1	9.654189e+00
8.000000e-01	2	1.352459e+01
8.000000e-01	3	1.384880e+01
8.000000e-01	4	1.345210e+01
8.000000e-01	5	1.317415e+01
8.000000e-01	6	1.306309e+01
8.100000e-01	0	1.696071e+00
8.100000e-01	1	9.800219e+00
8.100000e-01	2	1.392981e+01
8.100000e-01	3	1.440052e+01
8.100000e-01	4	1.404665e+01
8.100000e-01	5	1.377004e+01
8.100000e-01	6	1.365182e+01
8.200000e-01	0	1.696071e+00
8.200000e-01	1	9.947398e+00
8.200000e-01	2	1.434468e+01
8.200000e-01	3	1.497332e+01
8.200000e-01	4	1.466996e+01
8.200000e-01	5	1.439813e+01
8.200000e-01	6	1.427377e+01
8.300000e-01	0	1.696071e+00
8.300000e-01	1	1.009573e+01
8.300000e-01	2	1.476935e+01
8.300000e-01	3	1.556786e+01
8.300000e-01	4	1.532336e+01
8.300000e-01	5	1.506026e+01
8.300000e-01	6	1.493105e+01
8.400000e-01	0	1.696071e+00
8.400000e-01	1	1.024521e+01
8.400000e-01	2	1.520398e+01
8.400000e-01	3	1.618484e+01
8.400000e-01	4	1.600824e+01
8.400000e-01	5	1.575836e+01
8.400000e-01	6	1.562592e+01
8.500000e-01	0	1.696071e+00
8.500000e-01	1	1.039583e+01
8.500000e-01	2	1.564872e+01
8.500000e-01	3	1.682496e+01
8.500000e-01	4	1.672603e+01
8.500000e-01	5	1.649447e+01
8.500000e-01	6	1.636078e+01
8.600000e-01	0	1.696071e+00
8.600000e-01	1	1.054761e+01
8.600000e-01	2	1.610372e+01
8.600000e-01	3	1.748894e+01
8.600000e-01	4	1.747822e+01
8.600000e-01	5	1.727072e+01
8.600000e-01	6	1.713820e+01
8.700000e-01	0	1.696071e+00
8.700000e-01	1	1.070054e+01
8.700000e-01	2	1.656914e+01
8.700000e-01	3	1.817753e+01
8.700000e-01	4	1.826637e+01
8.700000e-01	5	1.808938e+01
8.700000e-01	6	1.796090e+01
8.800000e-01	0	1.696071e+00
8.800000e-01	1	1.085461e+01
8.800000e-01	2	1.704513e+01
8.800000e-01	3	1.889147e+01
8.800000e-01	4	1.909209e+01
8.800000e-01	5	1.895284e+01
8.800000e-01	6	1.883181e+01
8.900000e-01	0	1.696071e+00
8.900000e-01	1	1.100984e+01
8.900000e-01	2	1.753186e+01
8.900000e-01	3	1.963154e+01
8.900000e-01	4	1.995706e+01
8.900000e-01	5	1.986360e+01
8.900000e-01	6	1.975400e+01
9.000000e-01	0	1.696071e+00
9.000000e-01	1	1.116622e+01
9.000000e-01	2	1.802948e+01
9.000000e-01	3	2.039853e+01
9.000000e-01	4	2.086303e+01
9.000000e-01	5	2.082431e+01
9.000000e-01	6	2.073078e+01
9.100000e-01	0	1.696071e+00
9.100000e-01	1	1.132374e+01
9.100000e-01	2	1.853815e+01
9.100000e-01	3	2.119326e+01
9.100000e-01	4	2.181181e+01
9.100000e-01	5	2.183775e+01
9.100000e-01	6	2.176566e+01
9.200000e-01	0	1.696071e+00
9.200000e-01	1	1.148241e+01
9.200000e-01	2	1.905804e+01
9.200000e-01	3	2.201655e+01
9.200000e-01	4	2.280527e+01
9.200000e-01	5	2.290684e+01
9.200000e-01	6	2.286237e+01
9.300000e-01	0	1.696071e+00
9.300000e-01	1	1.164224e+01
9.300000e-01	2	1.958931e+01
9.300000e-01	3	2.286924e+01
9.300000e-01	4	2.384536e+01
9.300000e-01	5	2.403467e+01
9.300000e-01	6	2.402490e+01
9.400000e-01	0	1.696071e+00
9.400000e-01	1	1.180321e+01
9.400000e-01	2	2.013211e+01
9.400000e-01	3	2.375220e+01
9.400000e-01	4	2.493412e+01
9.400000e-01	5	2.522448e+01
9.400000e-01	6	2.525748e+01
9.500000e-01	0	1.696071e+00
9.500000e-01	1	1.196533e+01
9.500000e-01	2	2.068663e+01
9.500000e-01	3	2.466631e+01
9.500000e-01	4	2.607364e+01
9.500000e-01	5	2.647969e+01
9.500000e-01	6	2.656460e+01
9.600000e-01	0	1.696071e+00
9.600000e-01	1	1.212861e+01
9.600000e-01	2	2.125301e+01
9.600000e-01	3	2.561249e+01
9.600000e-01	4	2.726610e+01
9.600000e-01	5	2.780387e+01
9.600000e-01	6	2.795107e+01
9.700000e-01	0	1.696071e+00
9.700000e-01	1	1.229303e+01
9.700000e-01	2	2.183143e+01
9.700000e-01	3	2.659165e+01
9.700000e-01	4	2.851377e+01
9.700000e-01	5	2.920080e+01
9.700000e-01	6	2.942198e+01
9.800000e-01	0	1.696071e+00
9.800000e-01	1	1.245860e+01
9.800000e-01	2	2.242206e+01
9.800000e-01	3	2.760473e+01
9.800000e-01	4	2.981898e+01
9.800000e-01	5	3.067443e+01
9.800000e-01	6	3.098275e+01
