size	angularsize	pmax	R(tnn)	I(tnn)	Abs(tnn)	R(tnnwopm)	I(tnnwopm)	Abs(tnnwopm)
 20	 48	1.550000e+03	-1.414759e-01	-2.085818e-01	2.520353e-01	-1.414690e-01	-2.085993e-01	2.520459e-01
 20	 48	1.650000e+03	-1.418906e-01	-2.075286e-01	2.513982e-01	-1.418842e-01	-2.075450e-01	2.514081e-01
 20	 48	1.750000e+03	-1.419416e-01	-2.073974e-01	2.513187e-01	-1.419356e-01	-2.074128e-01	2.513281e-01
 20	 48	1.850000e+03	-1.418545e-01	-2.076213e-01	2.514544e-01	-1.418487e-01	-2.076359e-01	2.514632e-01
 20	 48	1.950000e+03	-1.417083e-01	-2.079945e-01	2.516802e-01	-1.417028e-01	-2.080084e-01	2.516886e-01
 20	 48	2.050000e+03	-1.415385e-01	-2.084243e-01	2.519402e-01	-1.415333e-01	-2.084375e-01	2.519481e-01
 20	 48	2.150000e+03	-1.413625e-01	-2.088659e-01	2.522069e-01	-1.413575e-01	-2.088785e-01	2.522145e-01
 20	 48	2.250000e+03	-1.411891e-01	-2.092971e-01	2.524671e-01	-1.411842e-01	-2.093092e-01	2.524744e-01
 20	 48	2.350000e+03	-1.410225e-01	-2.097079e-01	2.527147e-01	-1.410178e-01	-2.097194e-01	2.527217e-01
 20	 48	2.450000e+03	-1.408646e-01	-2.100940e-01	2.529473e-01	-1.408601e-01	-2.101051e-01	2.529540e-01
 20	 48	2.550000e+03	-1.407160e-01	-2.104548e-01	2.531644e-01	-1.407116e-01	-2.104654e-01	2.531708e-01
 20	 48	2.650000e+03	-1.405765e-01	-2.107910e-01	2.533665e-01	-1.405722e-01	-2.108012e-01	2.533727e-01
 20	 48	2.750000e+03	-1.404457e-01	-2.111041e-01	2.535546e-01	-1.404416e-01	-2.111140e-01	2.535606e-01
 20	 48	2.850000e+03	-1.403231e-01	-2.113961e-01	2.537299e-01	-1.403190e-01	-2.114056e-01	2.537357e-01
 20	 48	2.950000e+03	-1.402079e-01	-2.116687e-01	2.538934e-01	-1.402040e-01	-2.116779e-01	2.538990e-01
 20	 48	3.050000e+03	-1.400996e-01	-2.119236e-01	2.540463e-01	-1.400958e-01	-2.119326e-01	2.540517e-01
 20	 48	3.150000e+03	-1.399977e-01	-2.121625e-01	2.541895e-01	-1.399940e-01	-2.121712e-01	2.541947e-01
 20	 48	3.250000e+03	-1.399015e-01	-2.123868e-01	2.543238e-01	-1.398979e-01	-2.123952e-01	2.543288e-01
 20	 48	3.350000e+03	-1.398106e-01	-2.125978e-01	2.544501e-01	-1.398071e-01	-2.126060e-01	2.544550e-01
 20	 48	3.450000e+03	-1.397247e-01	-2.127967e-01	2.545691e-01	-1.397212e-01	-2.128046e-01	2.545738e-01
 20	 48	3.550000e+03	-1.396432e-01	-2.129843e-01	2.546813e-01	-1.396399e-01	-2.129920e-01	2.546859e-01
 20	 48	3.650000e+03	-1.395660e-01	-2.131618e-01	2.547874e-01	-1.395627e-01	-2.131693e-01	2.547918e-01
 20	 48	3.750000e+03	-1.394925e-01	-2.133298e-01	2.548877e-01	-1.394893e-01	-2.133371e-01	2.548921e-01
 20	 48	3.850000e+03	-1.394227e-01	-2.134891e-01	2.549829e-01	-1.394196e-01	-2.134962e-01	2.549871e-01
 20	 48	3.950000e+03	-1.393562e-01	-2.136404e-01	2.550732e-01	-1.393531e-01	-2.136473e-01	2.550774e-01
 20	 48	4.050000e+03	-1.392927e-01	-2.137842e-01	2.551591e-01	-1.392898e-01	-2.137910e-01	2.551631e-01
 20	 48	4.150000e+03	-1.392322e-01	-2.139211e-01	2.552408e-01	-1.392293e-01	-2.139277e-01	2.552447e-01
 20	 48	4.250000e+03	-1.391743e-01	-2.140516e-01	2.553186e-01	-1.391715e-01	-2.140581e-01	2.553225e-01
 20	 48	4.350000e+03	-1.391190e-01	-2.141762e-01	2.553929e-01	-1.391162e-01	-2.141824e-01	2.553966e-01
 20	 48	4.450000e+03	-1.390660e-01	-2.142951e-01	2.554638e-01	-1.390633e-01	-2.143013e-01	2.554674e-01
 20	 48	4.550000e+03	-1.390152e-01	-2.144088e-01	2.555316e-01	-1.390125e-01	-2.144149e-01	2.555351e-01
 20	 48	4.650000e+03	-1.389665e-01	-2.145177e-01	2.555964e-01	-1.389639e-01	-2.145236e-01	2.555999e-01
 20	 48	4.750000e+03	-1.389197e-01	-2.146220e-01	2.556585e-01	-1.389172e-01	-2.146277e-01	2.556620e-01
 20	 48	4.850000e+03	-1.388748e-01	-2.147220e-01	2.557181e-01	-1.388723e-01	-2.147276e-01	2.557215e-01
 20	 48	4.950000e+03	-1.388316e-01	-2.148180e-01	2.557752e-01	-1.388291e-01	-2.148235e-01	2.557785e-01
 20	 48	5.050000e+03	-1.387901e-01	-2.149101e-01	2.558301e-01	-1.387876e-01	-2.149156e-01	2.558333e-01
 20	 48	5.150000e+03	-1.387500e-01	-2.149988e-01	2.558828e-01	-1.387476e-01	-2.150041e-01	2.558860e-01
 20	 48	5.250000e+03	-1.387115e-01	-2.150840e-01	2.559336e-01	-1.387091e-01	-2.150892e-01	2.559367e-01
 20	 48	5.350000e+03	-1.386743e-01	-2.151661e-01	2.559824e-01	-1.386719e-01	-2.151712e-01	2.559854e-01
 20	 48	5.450000e+03	-1.386384e-01	-2.152451e-01	2.560294e-01	-1.386361e-01	-2.152502e-01	2.560324e-01
 20	 48	5.550000e+03	-1.386037e-01	-2.153213e-01	2.560747e-01	-1.386015e-01	-2.153263e-01	2.560777e-01
 20	 48	5.650000e+03	-1.385703e-01	-2.153949e-01	2.561185e-01	-1.385680e-01	-2.153997e-01	2.561213e-01
 20	 48	5.750000e+03	-1.385379e-01	-2.154658e-01	2.561607e-01	-1.385357e-01	-2.154706e-01	2.561635e-01
 20	 48	5.850000e+03	-1.385066e-01	-2.155344e-01	2.562014e-01	-1.385045e-01	-2.155391e-01	2.562042e-01
 20	 48	5.950000e+03	-1.384763e-01	-2.156007e-01	2.562408e-01	-1.384742e-01	-2.156053e-01	2.562435e-01
 20	 48	6.050000e+03	-1.384470e-01	-2.156647e-01	2.562789e-01	-1.384449e-01	-2.156693e-01	2.562815e-01
 20	 48	6.150000e+03	-1.384186e-01	-2.157267e-01	2.563157e-01	-1.384166e-01	-2.157312e-01	2.563183e-01
 20	 48	6.250000e+03	-1.383911e-01	-2.157867e-01	2.563513e-01	-1.383891e-01	-2.157911e-01	2.563539e-01
 20	 48	6.350000e+03	-1.383644e-01	-2.158449e-01	2.563859e-01	-1.383624e-01	-2.158492e-01	2.563884e-01
 20	 48	6.450000e+03	-1.383385e-01	-2.159012e-01	2.564193e-01	-1.383365e-01	-2.159054e-01	2.564218e-01
 20	 48	6.550000e+03	-1.383134e-01	-2.159558e-01	2.564517e-01	-1.383114e-01	-2.159600e-01	2.564542e-01
 20	 48	6.650000e+03	-1.382890e-01	-2.160088e-01	2.564832e-01	-1.382871e-01	-2.160129e-01	2.564856e-01
 20	 48	6.750000e+03	-1.382652e-01	-2.160602e-01	2.565137e-01	-1.382634e-01	-2.160642e-01	2.565161e-01
 20	 48	6.850000e+03	-1.382422e-01	-2.161101e-01	2.565433e-01	-1.382404e-01	-2.161141e-01	2.565457e-01
 20	 48	6.950000e+03	-1.382198e-01	-2.161586e-01	2.565721e-01	-1.382180e-01	-2.161625e-01	2.565744e-01
 20	 48	7.050000e+03	-1.381980e-01	-2.162057e-01	2.566001e-01	-1.381962e-01	-2.162096e-01	2.566024e-01
 20	 48	7.150000e+03	-1.381768e-01	-2.162515e-01	2.566272e-01	-1.381751e-01	-2.162553e-01	2.566295e-01
 20	 48	7.250000e+03	-1.381562e-01	-2.162960e-01	2.566536e-01	-1.381545e-01	-2.162998e-01	2.566559e-01
 20	 48	7.350000e+03	-1.381361e-01	-2.163393e-01	2.566793e-01	-1.381344e-01	-2.163430e-01	2.566816e-01
 20	 48	7.450000e+03	-1.381166e-01	-2.163815e-01	2.567043e-01	-1.381149e-01	-2.163851e-01	2.567065e-01
 20	 48	7.550000e+03	-1.380975e-01	-2.164225e-01	2.567287e-01	-1.380958e-01	-2.164261e-01	2.567308e-01
 20	 48	7.650000e+03	-1.380789e-01	-2.164625e-01	2.567524e-01	-1.380773e-01	-2.164661e-01	2.567545e-01
 20	 48	7.750000e+03	-1.380608e-01	-2.165014e-01	2.567755e-01	-1.380592e-01	-2.165049e-01	2.567776e-01
 20	 48	7.850000e+03	-1.380432e-01	-2.165394e-01	2.567980e-01	-1.380415e-01	-2.165429e-01	2.568001e-01
 20	 48	7.950000e+03	-1.380259e-01	-2.165764e-01	2.568199e-01	-1.380243e-01	-2.165798e-01	2.568220e-01
 20	 48	8.050000e+03	-1.380091e-01	-2.166124e-01	2.568413e-01	-1.380075e-01	-2.166158e-01	2.568433e-01
 20	 48	8.150000e+03	-1.379927e-01	-2.166476e-01	2.568622e-01	-1.379911e-01	-2.166510e-01	2.568642e-01
 20	 48	8.250000e+03	-1.379767e-01	-2.166820e-01	2.568825e-01	-1.379751e-01	-2.166853e-01	2.568845e-01
 20	 48	8.350000e+03	-1.379610e-01	-2.167155e-01	2.569024e-01	-1.379595e-01	-2.167188e-01	2.569044e-01
 20	 48	8.450000e+03	-1.379457e-01	-2.167482e-01	2.569218e-01	-1.379442e-01	-2.167515e-01	2.569237e-01
 20	 48	8.550000e+03	-1.379308e-01	-2.167802e-01	2.569408e-01	-1.379293e-01	-2.167834e-01	2.569427e-01
 20	 48	8.650000e+03	-1.379162e-01	-2.168114e-01	2.569593e-01	-1.379147e-01	-2.168146e-01	2.569611e-01
 20	 48	8.750000e+03	-1.379019e-01	-2.168419e-01	2.569773e-01	-1.379004e-01	-2.168451e-01	2.569792e-01
 20	 48	8.850000e+03	-1.378879e-01	-2.168718e-01	2.569950e-01	-1.378865e-01	-2.168749e-01	2.569969e-01
 20	 48	8.950000e+03	-1.378743e-01	-2.169009e-01	2.570123e-01	-1.378728e-01	-2.169040e-01	2.570141e-01
 20	 48	9.050000e+03	-1.378609e-01	-2.169294e-01	2.570292e-01	-1.378595e-01	-2.169325e-01	2.570310e-01
 20	 48	9.150000e+03	-1.378478e-01	-2.169573e-01	2.570457e-01	-1.378464e-01	-2.169603e-01	2.570475e-01
 20	 48	9.250000e+03	-1.378350e-01	-2.169846e-01	2.570619e-01	-1.378336e-01	-2.169876e-01	2.570636e-01
 20	 48	9.350000e+03	-1.378225e-01	-2.170113e-01	2.570777e-01	-1.378211e-01	-2.170143e-01	2.570794e-01
 20	 48	9.450000e+03	-1.378102e-01	-2.170375e-01	2.570932e-01	-1.378088e-01	-2.170404e-01	2.570949e-01
 20	 48	9.550000e+03	-1.377981e-01	-2.170631e-01	2.571083e-01	-1.377968e-01	-2.170659e-01	2.571101e-01
 20	 48	9.650000e+03	-1.377863e-01	-2.170881e-01	2.571232e-01	-1.377850e-01	-2.170910e-01	2.571249e-01
 20	 48	9.750000e+03	-1.377748e-01	-2.171127e-01	2.571377e-01	-1.377735e-01	-2.171155e-01	2.571394e-01
 20	 48	9.850000e+03	-1.377635e-01	-2.171367e-01	2.571520e-01	-1.377622e-01	-2.171395e-01	2.571536e-01
 20	 48	9.950000e+03	-1.377524e-01	-2.171603e-01	2.571659e-01	-1.377511e-01	-2.171631e-01	2.571676e-01
 20	 52	5.000000e+01	5.621966e-02	-1.075845e-02	5.723979e-02	5.619171e-02	-1.074735e-02	5.721026e-02
 20	 52	1.500000e+02	6.118293e-02	-1.283248e-02	6.251418e-02	6.117197e-02	-1.282768e-02	6.250248e-02
 20	 52	2.500000e+02	-9.361345e-02	-3.217536e-02	9.898854e-02	-9.362764e-02	-3.218643e-02	9.900556e-02
 20	 52	3.500000e+02	-1.417914e-01	-9.675868e-02	1.716596e-01	-1.418054e-01	-9.679469e-02	1.716916e-01
 20	 52	4.500000e+02	-1.514470e-01	-1.364540e-01	2.038526e-01	-1.514514e-01	-1.364962e-01	2.038841e-01
 20	 52	5.500000e+02	-1.520829e-01	-1.598321e-01	2.206252e-01	-1.520809e-01	-1.598726e-01	2.206532e-01
 20	 52	6.500000e+02	-1.506310e-01	-1.745570e-01	2.305642e-01	-1.506255e-01	-1.745941e-01	2.305887e-01
 20	 52	7.500000e+02	-1.488480e-01	-1.843744e-01	2.369591e-01	-1.488408e-01	-1.844080e-01	2.369807e-01
 20	 52	8.500000e+02	-1.472522e-01	-1.910414e-01	2.412054e-01	-1.472442e-01	-1.910718e-01	2.412246e-01
 20	 52	9.500000e+02	-1.460552e-01	-1.953318e-01	2.438988e-01	-1.460470e-01	-1.953594e-01	2.439161e-01
 20	 52	1.050000e+03	-1.453952e-01	-1.975102e-01	2.452550e-01	-1.453874e-01	-1.975353e-01	2.452706e-01
 20	 52	1.150000e+03	-1.454009e-01	-1.974919e-01	2.452437e-01	-1.453938e-01	-1.975148e-01	2.452579e-01
 20	 52	1.250000e+03	-1.465446e-01	-1.936358e-01	2.428376e-01	-1.465387e-01	-1.936566e-01	2.428507e-01
 20	 52	1.350000e+03	-1.179918e-01	-5.601942e-02	1.306148e-01	-1.179954e-01	-5.602391e-02	1.306201e-01
 20	 52	1.450000e+03	-1.395262e-01	-2.132529e-01	2.548418e-01	-1.395179e-01	-2.132717e-01	2.548531e-01
 20	 52	1.550000e+03	-1.414758e-01	-2.085821e-01	2.520355e-01	-1.414688e-01	-2.085996e-01	2.520461e-01
 20	 52	1.650000e+03	-1.418905e-01	-2.075288e-01	2.513983e-01	-1.418841e-01	-2.075452e-01	2.514082e-01
 20	 52	1.750000e+03	-1.419416e-01	-2.073975e-01	2.513188e-01	-1.419356e-01	-2.074129e-01	2.513281e-01
 20	 52	1.850000e+03	-1.418544e-01	-2.076214e-01	2.514544e-01	-1.418487e-01	-2.076360e-01	2.514633e-01
 20	 52	1.950000e+03	-1.417083e-01	-2.079945e-01	2.516803e-01	-1.417028e-01	-2.080084e-01	2.516887e-01
 20	 52	2.050000e+03	-1.415385e-01	-2.084244e-01	2.519402e-01	-1.415332e-01	-2.084376e-01	2.519482e-01
 20	 52	2.150000e+03	-1.413625e-01	-2.088659e-01	2.522069e-01	-1.413575e-01	-2.088785e-01	2.522145e-01
 20	 52	2.250000e+03	-1.411891e-01	-2.092972e-01	2.524671e-01	-1.411842e-01	-2.093092e-01	2.524744e-01
 20	 52	2.350000e+03	-1.410225e-01	-2.097079e-01	2.527147e-01	-1.410178e-01	-2.097194e-01	2.527217e-01
 20	 52	2.450000e+03	-1.408646e-01	-2.100940e-01	2.529473e-01	-1.408601e-01	-2.101051e-01	2.529540e-01
 20	 52	2.550000e+03	-1.407160e-01	-2.104548e-01	2.531644e-01	-1.407116e-01	-2.104654e-01	2.531708e-01
 20	 52	2.650000e+03	-1.405765e-01	-2.107910e-01	2.533665e-01	-1.405722e-01	-2.108012e-01	2.533727e-01
 20	 52	2.750000e+03	-1.404457e-01	-2.111041e-01	2.535546e-01	-1.404416e-01	-2.111140e-01	2.535606e-01
 20	 52	2.850000e+03	-1.403231e-01	-2.113961e-01	2.537299e-01	-1.403190e-01	-2.114056e-01	2.537357e-01
 20	 52	2.950000e+03	-1.402079e-01	-2.116687e-01	2.538934e-01	-1.402040e-01	-2.116779e-01	2.538990e-01
 20	 52	3.050000e+03	-1.400996e-01	-2.119236e-01	2.540463e-01	-1.400958e-01	-2.119326e-01	2.540517e-01
 20	 52	3.150000e+03	-1.399977e-01	-2.121625e-01	2.541895e-01	-1.399940e-01	-2.121712e-01	2.541947e-01
 20	 52	3.250000e+03	-1.399015e-01	-2.123868e-01	2.543238e-01	-1.398979e-01	-2.123952e-01	2.543288e-01
 20	 52	3.350000e+03	-1.398106e-01	-2.125978e-01	2.544501e-01	-1.398071e-01	-2.126060e-01	2.544550e-01
 20	 52	3.450000e+03	-1.397247e-01	-2.127967e-01	2.545691e-01	-1.397212e-01	-2.128046e-01	2.545738e-01
 20	 52	3.550000e+03	-1.396432e-01	-2.129843e-01	2.546813e-01	-1.396399e-01	-2.129920e-01	2.546859e-01
 20	 52	3.650000e+03	-1.395660e-01	-2.131618e-01	2.547874e-01	-1.395627e-01	-2.131693e-01	2.547918e-01
 20	 52	3.750000e+03	-1.394925e-01	-2.133298e-01	2.548877e-01	-1.394893e-01	-2.133371e-01	2.548921e-01
 20	 52	3.850000e+03	-1.394227e-01	-2.134891e-01	2.549829e-01	-1.394196e-01	-2.134962e-01	2.549871e-01
 20	 52	3.950000e+03	-1.393562e-01	-2.136404e-01	2.550732e-01	-1.393531e-01	-2.136473e-01	2.550774e-01
 20	 52	4.050000e+03	-1.392927e-01	-2.137842e-01	2.551591e-01	-1.392898e-01	-2.137910e-01	2.551631e-01
 20	 52	4.150000e+03	-1.392322e-01	-2.139211e-01	2.552408e-01	-1.392293e-01	-2.139277e-01	2.552447e-01
 20	 52	4.250000e+03	-1.391743e-01	-2.140516e-01	2.553186e-01	-1.391715e-01	-2.140581e-01	2.553225e-01
 20	 52	4.350000e+03	-1.391190e-01	-2.141762e-01	2.553929e-01	-1.391162e-01	-2.141824e-01	2.553966e-01
 20	 52	4.450000e+03	-1.390660e-01	-2.142951e-01	2.554638e-01	-1.390633e-01	-2.143013e-01	2.554674e-01
 20	 52	4.550000e+03	-1.390152e-01	-2.144088e-01	2.555316e-01	-1.390125e-01	-2.144149e-01	2.555351e-01
 20	 52	4.650000e+03	-1.389665e-01	-2.145177e-01	2.555964e-01	-1.389639e-01	-2.145236e-01	2.555999e-01
 20	 52	4.750000e+03	-1.389197e-01	-2.146220e-01	2.556585e-01	-1.389172e-01	-2.146277e-01	2.556620e-01
 20	 52	4.850000e+03	-1.388748e-01	-2.147220e-01	2.557181e-01	-1.388723e-01	-2.147276e-01	2.557215e-01
 20	 52	4.950000e+03	-1.388316e-01	-2.148180e-01	2.557752e-01	-1.388291e-01	-2.148235e-01	2.557785e-01
 20	 52	5.050000e+03	-1.387901e-01	-2.149101e-01	2.558301e-01	-1.387876e-01	-2.149156e-01	2.558333e-01
 20	 52	5.150000e+03	-1.387500e-01	-2.149988e-01	2.558828e-01	-1.387476e-01	-2.150041e-01	2.558860e-01
 20	 52	5.250000e+03	-1.387115e-01	-2.150840e-01	2.559336e-01	-1.387091e-01	-2.150892e-01	2.559367e-01
 20	 52	5.350000e+03	-1.386743e-01	-2.151661e-01	2.559824e-01	-1.386719e-01	-2.151712e-01	2.559854e-01
 20	 52	5.450000e+03	-1.386384e-01	-2.152451e-01	2.560294e-01	-1.386361e-01	-2.152502e-01	2.560324e-01
 20	 52	5.550000e+03	-1.386037e-01	-2.153213e-01	2.560747e-01	-1.386015e-01	-2.153263e-01	2.560777e-01
 20	 52	5.650000e+03	-1.385703e-01	-2.153949e-01	2.561185e-01	-1.385680e-01	-2.153997e-01	2.561213e-01
 20	 52	5.750000e+03	-1.385379e-01	-2.154658e-01	2.561607e-01	-1.385357e-01	-2.154706e-01	2.561635e-01
 20	 52	5.850000e+03	-1.385066e-01	-2.155344e-01	2.562014e-01	-1.385045e-01	-2.155391e-01	2.562042e-01
 20	 52	5.950000e+03	-1.384763e-01	-2.156007e-01	2.562408e-01	-1.384742e-01	-2.156053e-01	2.562435e-01
 20	 52	6.050000e+03	-1.384470e-01	-2.156647e-01	2.562789e-01	-1.384449e-01	-2.156693e-01	2.562815e-01
 20	 52	6.150000e+03	-1.384186e-01	-2.157267e-01	2.563157e-01	-1.384166e-01	-2.157312e-01	2.563183e-01
 20	 52	6.250000e+03	-1.383911e-01	-2.157867e-01	2.563513e-01	-1.383891e-01	-2.157911e-01	2.563539e-01
 20	 52	6.350000e+03	-1.383644e-01	-2.158449e-01	2.563859e-01	-1.383624e-01	-2.158492e-01	2.563884e-01
 20	 52	6.450000e+03	-1.383385e-01	-2.159012e-01	2.564193e-01	-1.383365e-01	-2.159054e-01	2.564218e-01
 20	 52	6.550000e+03	-1.383134e-01	-2.159558e-01	2.564517e-01	-1.383114e-01	-2.159600e-01	2.564542e-01
 20	 52	6.650000e+03	-1.382890e-01	-2.160088e-01	2.564832e-01	-1.382871e-01	-2.160129e-01	2.564856e-01
 20	 52	6.750000e+03	-1.382652e-01	-2.160602e-01	2.565137e-01	-1.382634e-01	-2.160642e-01	2.565161e-01
 20	 52	6.850000e+03	-1.382422e-01	-2.161101e-01	2.565433e-01	-1.382404e-01	-2.161141e-01	2.565457e-01
 20	 52	6.950000e+03	-1.382198e-01	-2.161586e-01	2.565721e-01	-1.382180e-01	-2.161625e-01	2.565744e-01
 20	 52	7.050000e+03	-1.381980e-01	-2.162057e-01	2.566001e-01	-1.381962e-01	-2.162096e-01	2.566024e-01
 20	 52	7.150000e+03	-1.381768e-01	-2.162515e-01	2.566272e-01	-1.381751e-01	-2.162553e-01	2.566295e-01
 20	 52	7.250000e+03	-1.381562e-01	-2.162960e-01	2.566536e-01	-1.381545e-01	-2.162998e-01	2.566559e-01
 20	 52	7.350000e+03	-1.381361e-01	-2.163393e-01	2.566793e-01	-1.381344e-01	-2.163430e-01	2.566816e-01
 20	 52	7.450000e+03	-1.381166e-01	-2.163815e-01	2.567043e-01	-1.381149e-01	-2.163851e-01	2.567065e-01
 20	 52	7.550000e+03	-1.380975e-01	-2.164225e-01	2.567287e-01	-1.380958e-01	-2.164261e-01	2.567308e-01
 20	 52	7.650000e+03	-1.380789e-01	-2.164625e-01	2.567524e-01	-1.380773e-01	-2.164661e-01	2.567545e-01
 20	 52	7.750000e+03	-1.380608e-01	-2.165014e-01	2.567755e-01	-1.380592e-01	-2.165049e-01	2.567776e-01
 20	 52	7.850000e+03	-1.380432e-01	-2.165394e-01	2.567980e-01	-1.380415e-01	-2.165429e-01	2.568001e-01
 20	 52	7.950000e+03	-1.380259e-01	-2.165764e-01	2.568199e-01	-1.380243e-01	-2.165798e-01	2.568220e-01
 20	 52	8.050000e+03	-1.380091e-01	-2.166124e-01	2.568413e-01	-1.380075e-01	-2.166158e-01	2.568433e-01
 20	 52	8.150000e+03	-1.379927e-01	-2.166476e-01	2.568622e-01	-1.379911e-01	-2.166510e-01	2.568642e-01
 20	 52	8.250000e+03	-1.379767e-01	-2.166820e-01	2.568825e-01	-1.379751e-01	-2.166853e-01	2.568845e-01
 20	 52	8.350000e+03	-1.379610e-01	-2.167155e-01	2.569024e-01	-1.379595e-01	-2.167188e-01	2.569044e-01
 20	 52	8.450000e+03	-1.379457e-01	-2.167482e-01	2.569218e-01	-1.379442e-01	-2.167515e-01	2.569237e-01
 20	 52	8.550000e+03	-1.379308e-01	-2.167802e-01	2.569408e-01	-1.379293e-01	-2.167834e-01	2.569427e-01
 20	 52	8.650000e+03	-1.379162e-01	-2.168114e-01	2.569593e-01	-1.379147e-01	-2.168146e-01	2.569611e-01
 20	 52	8.750000e+03	-1.379019e-01	-2.168419e-01	2.569773e-01	-1.379004e-01	-2.168451e-01	2.569792e-01
 20	 52	8.850000e+03	-1.378879e-01	-2.168718e-01	2.569950e-01	-1.378865e-01	-2.168749e-01	2.569969e-01
 20	 52	8.950000e+03	-1.378743e-01	-2.169009e-01	2.570123e-01	-1.378728e-01	-2.169040e-01	2.570141e-01
 20	 52	9.050000e+03	-1.378609e-01	-2.169294e-01	2.570292e-01	-1.378595e-01	-2.169325e-01	2.570310e-01
 20	 52	9.150000e+03	-1.378478e-01	-2.169573e-01	2.570457e-01	-1.378464e-01	-2.169603e-01	2.570475e-01
 20	 52	9.250000e+03	-1.378350e-01	-2.169846e-01	2.570619e-01	-1.378336e-01	-2.169876e-01	2.570636e-01
 20	 52	9.350000e+03	-1.378225e-01	-2.170113e-01	2.570777e-01	-1.378211e-01	-2.170143e-01	2.570794e-01
 20	 52	9.450000e+03	-1.378102e-01	-2.170375e-01	2.570932e-01	-1.378088e-01	-2.170404e-01	2.570949e-01
 20	 52	9.550000e+03	-1.377981e-01	-2.170631e-01	2.571083e-01	-1.377968e-01	-2.170659e-01	2.571101e-01
 20	 52	9.650000e+03	-1.377863e-01	-2.170881e-01	2.571232e-01	-1.377850e-01	-2.170910e-01	2.571249e-01
 20	 52	9.750000e+03	-1.377748e-01	-2.171127e-01	2.571377e-01	-1.377735e-01	-2.171155e-01	2.571394e-01
 20	 52	9.850000e+03	-1.377635e-01	-2.171367e-01	2.571520e-01	-1.377622e-01	-2.171395e-01	2.571536e-01
 20	 52	9.950000e+03	-1.377524e-01	-2.171603e-01	2.571659e-01	-1.377511e-01	-2.171631e-01	2.571676e-01
 20	 56	5.000000e+01	5.621966e-02	-1.075845e-02	5.723979e-02	5.619171e-02	-1.074735e-02	5.721026e-02
 20	 56	1.500000e+02	6.118293e-02	-1.283248e-02	6.251418e-02	6.117197e-02	-1.282768e-02	6.250248e-02
 20	 56	2.500000e+02	-9.361345e-02	-3.217536e-02	9.898854e-02	-9.362764e-02	-3.218643e-02	9.900556e-02
 20	 56	3.500000e+02	-1.417914e-01	-9.675868e-02	1.716596e-01	-1.418054e-01	-9.679469e-02	1.716916e-01
 20	 56	4.500000e+02	-1.514470e-01	-1.364540e-01	2.038526e-01	-1.514514e-01	-1.364962e-01	2.038841e-01
 20	 56	5.500000e+02	-1.520829e-01	-1.598321e-01	2.206252e-01	-1.520809e-01	-1.598726e-01	2.206532e-01
 20	 56	6.500000e+02	-1.506310e-01	-1.745570e-01	2.305642e-01	-1.506255e-01	-1.745941e-01	2.305887e-01
 20	 56	7.500000e+02	-1.488480e-01	-1.843744e-01	2.369591e-01	-1.488408e-01	-1.844080e-01	2.369807e-01
 20	 56	8.500000e+02	-1.472522e-01	-1.910414e-01	2.412054e-01	-1.472442e-01	-1.910718e-01	2.412246e-01
 20	 56	9.500000e+02	-1.460552e-01	-1.953318e-01	2.438988e-01	-1.460470e-01	-1.953594e-01	2.439161e-01
 20	 56	1.050000e+03	-1.453952e-01	-1.975102e-01	2.452550e-01	-1.453874e-01	-1.975353e-01	2.452706e-01
 20	 56	1.150000e+03	-1.454009e-01	-1.974919e-01	2.452437e-01	-1.453938e-01	-1.975148e-01	2.452579e-01
 20	 56	1.250000e+03	-1.465445e-01	-1.936358e-01	2.428377e-01	-1.465387e-01	-1.936567e-01	2.428507e-01
 20	 56	1.350000e+03	-1.180045e-01	-5.603507e-02	1.306331e-01	-1.180082e-01	-5.603956e-02	1.306383e-01
 20	 56	1.450000e+03	-1.395261e-01	-2.132531e-01	2.548419e-01	-1.395178e-01	-2.132720e-01	2.548532e-01
 20	 56	1.550000e+03	-1.414758e-01	-2.085822e-01	2.520356e-01	-1.414688e-01	-2.085997e-01	2.520461e-01
 20	 56	1.650000e+03	-1.418905e-01	-2.075289e-01	2.513984e-01	-1.418841e-01	-2.075452e-01	2.514083e-01
 20	 56	1.750000e+03	-1.419416e-01	-2.073975e-01	2.513188e-01	-1.419356e-01	-2.074130e-01	2.513282e-01
 20	 56	1.850000e+03	-1.418544e-01	-2.076214e-01	2.514544e-01	-1.418487e-01	-2.076361e-01	2.514633e-01
 20	 56	1.950000e+03	-1.417082e-01	-2.079946e-01	2.516803e-01	-1.417028e-01	-2.080085e-01	2.516887e-01
 20	 56	2.050000e+03	-1.415385e-01	-2.084244e-01	2.519402e-01	-1.415332e-01	-2.084376e-01	2.519482e-01
 20	 56	2.150000e+03	-1.413625e-01	-2.088659e-01	2.522069e-01	-1.413575e-01	-2.088785e-01	2.522145e-01
 20	 56	2.250000e+03	-1.411891e-01	-2.092972e-01	2.524672e-01	-1.411842e-01	-2.093092e-01	2.524744e-01
 20	 56	2.350000e+03	-1.410225e-01	-2.097079e-01	2.527147e-01	-1.410178e-01	-2.097194e-01	2.527217e-01
 20	 56	2.450000e+03	-1.408646e-01	-2.100940e-01	2.529473e-01	-1.408601e-01	-2.101051e-01	2.529540e-01
 20	 56	2.550000e+03	-1.407160e-01	-2.104548e-01	2.531644e-01	-1.407116e-01	-2.104655e-01	2.531708e-01
