size	angularsize	pmax	R(tnn)	I(tnn)	Abs(tnn)	R(tnnwopm)	I(tnnwopm)	Abs(tnnwopm)
 52	  4	4.450000e+03	-1.513402e-01	-1.690794e-01	2.269178e-01	-1.513396e-01	-1.690847e-01	2.269213e-01
 52	  4	4.550000e+03	-1.512586e-01	-1.697985e-01	2.273998e-01	-1.512580e-01	-1.698037e-01	2.274033e-01
 52	  4	4.650000e+03	-1.512181e-01	-1.701442e-01	2.276312e-01	-1.512175e-01	-1.701493e-01	2.276346e-01
 52	  4	4.750000e+03	-1.512437e-01	-1.699263e-01	2.274854e-01	-1.512431e-01	-1.699312e-01	2.274887e-01
 52	  4	4.850000e+03	-1.513791e-01	-1.687249e-01	2.266798e-01	-1.513786e-01	-1.687297e-01	2.266830e-01
 52	  4	4.950000e+03	-1.517017e-01	-1.654225e-01	2.244505e-01	-1.517013e-01	-1.654272e-01	2.244536e-01
 52	  4	5.050000e+03	-1.522298e-01	-1.557988e-01	2.178238e-01	-1.522297e-01	-1.558031e-01	2.178268e-01
 52	  4	5.150000e+03	-1.431766e-01	-1.004360e-01	1.748912e-01	-1.431775e-01	-1.004386e-01	1.748934e-01
 52	  4	5.250000e+03	-1.204982e-01	-2.453650e-01	2.733566e-01	-1.204942e-01	-2.453702e-01	2.733595e-01
 52	  4	5.350000e+03	-1.414305e-01	-2.086958e-01	2.521042e-01	-1.414285e-01	-2.087009e-01	2.521073e-01
 52	  4	5.450000e+03	-1.444086e-01	-2.005669e-01	2.471455e-01	-1.444070e-01	-2.005717e-01	2.471486e-01
 52	  4	5.550000e+03	-1.454224e-01	-1.974227e-01	2.452007e-01	-1.454209e-01	-1.974274e-01	2.452036e-01
 52	  4	5.650000e+03	-1.458590e-01	-1.959917e-01	2.443105e-01	-1.458576e-01	-1.959964e-01	2.443134e-01
 52	  4	5.750000e+03	-1.460539e-01	-1.953362e-01	2.439016e-01	-1.460525e-01	-1.953408e-01	2.439044e-01
 52	  4	5.850000e+03	-1.461269e-01	-1.950877e-01	2.437464e-01	-1.461256e-01	-1.950922e-01	2.437492e-01
 52	  4	5.950000e+03	-1.461313e-01	-1.950728e-01	2.437370e-01	-1.461300e-01	-1.950772e-01	2.437398e-01
 52	  4	6.050000e+03	-1.460942e-01	-1.951994e-01	2.438161e-01	-1.460929e-01	-1.952037e-01	2.438188e-01
 52	  4	6.150000e+03	-1.460307e-01	-1.954148e-01	2.439506e-01	-1.460294e-01	-1.954190e-01	2.439533e-01
 52	  4	6.250000e+03	-1.459502e-01	-1.956865e-01	2.441201e-01	-1.459489e-01	-1.956907e-01	2.441228e-01
 52	  4	6.350000e+03	-1.458584e-01	-1.959937e-01	2.443117e-01	-1.458572e-01	-1.959979e-01	2.443143e-01
 52	  4	6.450000e+03	-1.457594e-01	-1.963228e-01	2.445167e-01	-1.457581e-01	-1.963269e-01	2.445193e-01
 52	  4	6.550000e+03	-1.456557e-01	-1.966643e-01	2.447293e-01	-1.456545e-01	-1.966683e-01	2.447318e-01
 52	  4	6.650000e+03	-1.455494e-01	-1.970116e-01	2.449453e-01	-1.455482e-01	-1.970156e-01	2.449478e-01
 52	  4	6.750000e+03	-1.454418e-01	-1.973603e-01	2.451619e-01	-1.454406e-01	-1.973642e-01	2.451644e-01
 52	  4	6.850000e+03	-1.453339e-01	-1.977069e-01	2.453771e-01	-1.453326e-01	-1.977107e-01	2.453795e-01
 52	  4	6.950000e+03	-1.452264e-01	-1.980492e-01	2.455895e-01	-1.452252e-01	-1.980530e-01	2.455918e-01
 52	  4	7.050000e+03	-1.451200e-01	-1.983854e-01	2.457979e-01	-1.451188e-01	-1.983892e-01	2.458002e-01
 52	  4	7.150000e+03	-1.450150e-01	-1.987145e-01	2.460016e-01	-1.450138e-01	-1.987182e-01	2.460039e-01
 52	  4	7.250000e+03	-1.449118e-01	-1.990355e-01	2.462002e-01	-1.449106e-01	-1.990392e-01	2.462025e-01
 52	  4	7.350000e+03	-1.448106e-01	-1.993480e-01	2.463934e-01	-1.448094e-01	-1.993516e-01	2.463957e-01
 52	  4	7.450000e+03	-1.447115e-01	-1.996515e-01	2.465810e-01	-1.447104e-01	-1.996551e-01	2.465832e-01
 52	  4	7.550000e+03	-1.446148e-01	-1.999460e-01	2.467628e-01	-1.446136e-01	-1.999496e-01	2.467649e-01
 52	  4	7.650000e+03	-1.445204e-01	-2.002314e-01	2.469388e-01	-1.445193e-01	-2.002349e-01	2.469409e-01
 52	  4	7.750000e+03	-1.444284e-01	-2.005077e-01	2.471091e-01	-1.444273e-01	-2.005111e-01	2.471112e-01
 52	  4	7.850000e+03	-1.443389e-01	-2.007749e-01	2.472737e-01	-1.443378e-01	-2.007783e-01	2.472758e-01
 52	  4	7.950000e+03	-1.442518e-01	-2.010333e-01	2.474328e-01	-1.442507e-01	-2.010367e-01	2.474348e-01
 52	  4	8.050000e+03	-1.441671e-01	-2.012831e-01	2.475864e-01	-1.441660e-01	-2.012864e-01	2.475885e-01
 52	  4	8.150000e+03	-1.440848e-01	-2.015245e-01	2.477349e-01	-1.440837e-01	-2.015278e-01	2.477369e-01
 52	  4	8.250000e+03	-1.440049e-01	-2.017577e-01	2.478782e-01	-1.440038e-01	-2.017610e-01	2.478802e-01
 52	  4	8.350000e+03	-1.439273e-01	-2.019831e-01	2.480166e-01	-1.439261e-01	-2.019863e-01	2.480186e-01
 52	  4	8.450000e+03	-1.438518e-01	-2.022009e-01	2.481503e-01	-1.438507e-01	-2.022041e-01	2.481522e-01
 52	  4	8.550000e+03	-1.437786e-01	-2.024114e-01	2.482794e-01	-1.437775e-01	-2.024146e-01	2.482813e-01
 52	  4	8.650000e+03	-1.437074e-01	-2.026150e-01	2.484042e-01	-1.437064e-01	-2.026181e-01	2.484061e-01
 52	  4	8.750000e+03	-1.436383e-01	-2.028119e-01	2.485249e-01	-1.436372e-01	-2.028149e-01	2.485268e-01
 52	  4	8.850000e+03	-1.435711e-01	-2.030024e-01	2.486416e-01	-1.435701e-01	-2.030054e-01	2.486434e-01
 52	  4	8.950000e+03	-1.435058e-01	-2.031868e-01	2.487545e-01	-1.435048e-01	-2.031898e-01	2.487563e-01
 52	  4	9.050000e+03	-1.434423e-01	-2.033655e-01	2.488638e-01	-1.434413e-01	-2.033684e-01	2.488657e-01
 52	  4	9.150000e+03	-1.433805e-01	-2.035386e-01	2.489698e-01	-1.433795e-01	-2.035416e-01	2.489716e-01
 52	  4	9.250000e+03	-1.433204e-01	-2.037066e-01	2.490725e-01	-1.433193e-01	-2.037095e-01	2.490742e-01
 52	  4	9.350000e+03	-1.432618e-01	-2.038696e-01	2.491721e-01	-1.432607e-01	-2.038725e-01	2.491739e-01
 52	  4	9.450000e+03	-1.432046e-01	-2.040279e-01	2.492689e-01	-1.432036e-01	-2.040308e-01	2.492706e-01
 52	  4	9.550000e+03	-1.431489e-01	-2.041818e-01	2.493629e-01	-1.431479e-01	-2.041846e-01	2.493646e-01
 52	  4	9.650000e+03	-1.430945e-01	-2.043316e-01	2.494543e-01	-1.430935e-01	-2.043343e-01	2.494560e-01
 52	  4	9.750000e+03	-1.430414e-01	-2.044773e-01	2.495432e-01	-1.430404e-01	-2.044801e-01	2.495449e-01
 52	  4	9.850000e+03	-1.429895e-01	-2.046193e-01	2.496299e-01	-1.429885e-01	-2.046221e-01	2.496315e-01
 52	  4	9.950000e+03	-1.429387e-01	-2.047579e-01	2.497143e-01	-1.429377e-01	-2.047606e-01	2.497160e-01
 52	  8	5.000000e+01	8.433357e-02	-2.548657e-02	8.810061e-02	8.427427e-02	-2.544714e-02	8.803243e-02
 52	  8	1.500000e+02	8.373384e-02	-2.508968e-02	8.741194e-02	8.371431e-02	-2.507683e-02	8.738955e-02
 52	  8	2.500000e+02	7.694428e-02	-2.087075e-02	7.972459e-02	7.693420e-02	-2.086486e-02	7.971332e-02
 52	  8	3.500000e+02	4.894289e-02	-8.079991e-03	4.960537e-02	4.893983e-02	-8.078954e-03	4.960218e-02
 52	  8	4.500000e+02	3.779388e-02	-4.764804e-03	3.809305e-02	3.779244e-02	-4.764437e-03	3.809158e-02
 52	  8	5.500000e+02	7.212521e-02	-1.816507e-02	7.437752e-02	7.212114e-02	-1.816288e-02	7.437304e-02
 52	  8	6.500000e+02	1.043179e-01	-4.134663e-02	1.122130e-01	1.043114e-01	-4.134054e-02	1.122048e-01
 52	  8	7.500000e+02	1.071411e-01	-4.407111e-02	1.158511e-01	1.071353e-01	-4.406533e-02	1.158435e-01
 52	  8	8.500000e+02	9.311316e-02	-3.178706e-02	9.838941e-02	9.310902e-02	-3.178386e-02	9.838447e-02
 52	  8	9.500000e+02	6.998766e-02	-1.703722e-02	7.203152e-02	6.998544e-02	-1.703607e-02	7.202908e-02
 52	  8	1.050000e+03	4.222644e-02	-5.972053e-03	4.264666e-02	4.222568e-02	-5.971833e-03	4.264587e-02
 52	  8	1.150000e+03	1.318038e-02	-5.715123e-04	1.319277e-02	1.318032e-02	-5.715062e-04	1.319270e-02
 52	  8	1.250000e+03	-1.471319e-02	-7.124990e-04	1.473043e-02	-1.471326e-02	-7.125067e-04	1.473051e-02
 52	  8	1.350000e+03	-3.994656e-02	-5.333167e-03	4.030100e-02	-3.994709e-02	-5.333312e-03	4.030155e-02
 52	  8	1.450000e+03	-6.181898e-02	-1.311330e-02	6.319450e-02	-6.182013e-02	-1.311382e-02	6.319574e-02
 52	  8	1.550000e+03	-8.021081e-02	-2.283889e-02	8.339897e-02	-8.021256e-02	-2.283997e-02	8.340095e-02
 52	  8	1.650000e+03	-9.535016e-02	-3.354954e-02	1.010803e-01	-9.535238e-02	-3.355132e-02	1.010830e-01
 52	  8	1.750000e+03	-1.076303e-01	-4.455770e-02	1.164889e-01	-1.076328e-01	-4.456022e-02	1.164922e-01
 52	  8	1.850000e+03	-1.174911e-01	-5.540884e-02	1.299011e-01	-1.174937e-01	-5.541207e-02	1.299049e-01
 52	  8	1.950000e+03	-1.253536e-01	-6.582511e-02	1.415856e-01	-1.253563e-01	-6.582899e-02	1.415897e-01
 52	  8	2.050000e+03	-1.315907e-01	-7.565301e-02	1.517876e-01	-1.315932e-01	-7.565747e-02	1.517921e-01
 52	  8	2.150000e+03	-1.365175e-01	-8.482196e-02	1.607228e-01	-1.365200e-01	-8.482690e-02	1.607274e-01
 52	  8	2.250000e+03	-1.403941e-01	-9.331422e-02	1.685765e-01	-1.403963e-01	-9.331956e-02	1.685814e-01
 52	  8	2.350000e+03	-1.434310e-01	-1.011442e-01	1.755067e-01	-1.434330e-01	-1.011498e-01	1.755116e-01
 52	  8	2.450000e+03	-1.457973e-01	-1.083445e-01	1.816463e-01	-1.457991e-01	-1.083504e-01	1.816513e-01
 52	  8	2.550000e+03	-1.476282e-01	-1.149574e-01	1.871077e-01	-1.476298e-01	-1.149635e-01	1.871127e-01
 52	  8	2.650000e+03	-1.490312e-01	-1.210287e-01	1.919851e-01	-1.490326e-01	-1.210350e-01	1.919900e-01
 52	  8	2.750000e+03	-1.500921e-01	-1.266049e-01	1.963580e-01	-1.500932e-01	-1.266113e-01	1.963629e-01
 52	  8	2.850000e+03	-1.508790e-01	-1.317306e-01	2.002933e-01	-1.508799e-01	-1.317370e-01	2.002982e-01
 52	  8	2.950000e+03	-1.514464e-01	-1.364476e-01	2.038479e-01	-1.514470e-01	-1.364541e-01	2.038527e-01
 52	  8	3.050000e+03	-1.518377e-01	-1.407947e-01	2.070696e-01	-1.518381e-01	-1.408012e-01	2.070744e-01
 52	  8	3.150000e+03	-1.520877e-01	-1.448072e-01	2.099995e-01	-1.520880e-01	-1.448136e-01	2.100041e-01
 52	  8	3.250000e+03	-1.522244e-01	-1.485167e-01	2.126723e-01	-1.522246e-01	-1.485231e-01	2.126769e-01
 52	  8	3.350000e+03	-1.522704e-01	-1.519522e-01	2.151179e-01	-1.522704e-01	-1.519585e-01	2.151224e-01
 52	  8	3.450000e+03	-1.522437e-01	-1.551391e-01	2.173621e-01	-1.522436e-01	-1.551454e-01	2.173665e-01
 52	  8	3.550000e+03	-1.521591e-01	-1.581005e-01	2.194269e-01	-1.521588e-01	-1.581067e-01	2.194312e-01
 52	  8	3.650000e+03	-1.520285e-01	-1.608570e-01	2.213315e-01	-1.520281e-01	-1.608631e-01	2.213357e-01
 52	  8	3.750000e+03	-1.518615e-01	-1.634269e-01	2.230925e-01	-1.518611e-01	-1.634329e-01	2.230966e-01
 52	  8	3.850000e+03	-1.516661e-01	-1.658266e-01	2.247244e-01	-1.516656e-01	-1.658326e-01	2.247285e-01
 52	  8	3.950000e+03	-1.514488e-01	-1.680707e-01	2.262399e-01	-1.514482e-01	-1.680766e-01	2.262439e-01
 52	  8	4.050000e+03	-1.512148e-01	-1.701725e-01	2.276501e-01	-1.512141e-01	-1.701783e-01	2.276540e-01
 52	  8	4.150000e+03	-1.509684e-01	-1.721435e-01	2.289647e-01	-1.509676e-01	-1.721493e-01	2.289685e-01
 52	  8	4.250000e+03	-1.507131e-01	-1.739945e-01	2.301924e-01	-1.507123e-01	-1.740001e-01	2.301961e-01
 52	  8	4.350000e+03	-1.504520e-01	-1.757347e-01	2.313407e-01	-1.504512e-01	-1.757403e-01	2.313443e-01
 52	  8	4.450000e+03	-1.501874e-01	-1.773727e-01	2.324163e-01	-1.501865e-01	-1.773782e-01	2.324199e-01
 52	  8	4.550000e+03	-1.499213e-01	-1.789162e-01	2.334254e-01	-1.499203e-01	-1.789216e-01	2.334289e-01
 52	  8	4.650000e+03	-1.496553e-01	-1.803719e-01	2.343731e-01	-1.496543e-01	-1.803773e-01	2.343765e-01
 52	  8	4.750000e+03	-1.493907e-01	-1.817462e-01	2.352642e-01	-1.493896e-01	-1.817514e-01	2.352676e-01
 52	  8	4.850000e+03	-1.491286e-01	-1.830445e-01	2.361030e-01	-1.491276e-01	-1.830496e-01	2.361063e-01
 52	  8	4.950000e+03	-1.488701e-01	-1.842719e-01	2.368933e-01	-1.488690e-01	-1.842770e-01	2.368965e-01
 52	  8	5.050000e+03	-1.486158e-01	-1.854329e-01	2.376384e-01	-1.486146e-01	-1.854379e-01	2.376416e-01
 52	  8	5.150000e+03	-1.483663e-01	-1.865317e-01	2.383414e-01	-1.483652e-01	-1.865366e-01	2.383446e-01
 52	  8	5.250000e+03	-1.481223e-01	-1.875719e-01	2.390050e-01	-1.481211e-01	-1.875767e-01	2.390081e-01
 52	  8	5.350000e+03	-1.478841e-01	-1.885568e-01	2.396317e-01	-1.478829e-01	-1.885616e-01	2.396347e-01
 52	  8	5.450000e+03	-1.476521e-01	-1.894894e-01	2.402236e-01	-1.476509e-01	-1.894941e-01	2.402266e-01
 52	  8	5.550000e+03	-1.474267e-01	-1.903723e-01	2.407826e-01	-1.474255e-01	-1.903769e-01	2.407855e-01
 52	  8	5.650000e+03	-1.472083e-01	-1.912078e-01	2.413104e-01	-1.472071e-01	-1.912124e-01	2.413133e-01
 52	  8	5.750000e+03	-1.469970e-01	-1.919978e-01	2.418084e-01	-1.469958e-01	-1.920024e-01	2.418112e-01
 52	  8	5.850000e+03	-1.467934e-01	-1.927440e-01	2.422778e-01	-1.467921e-01	-1.927484e-01	2.422806e-01
 52	  8	5.950000e+03	-1.465976e-01	-1.934473e-01	2.427195e-01	-1.465964e-01	-1.934517e-01	2.427222e-01
 52	  8	6.050000e+03	-1.464103e-01	-1.941083e-01	2.431338e-01	-1.464091e-01	-1.941126e-01	2.431365e-01
 52	  8	6.150000e+03	-1.462323e-01	-1.947265e-01	2.435206e-01	-1.462311e-01	-1.947307e-01	2.435233e-01
 52	  8	6.250000e+03	-1.460646e-01	-1.952998e-01	2.438788e-01	-1.460634e-01	-1.953040e-01	2.438815e-01
 52	  8	6.350000e+03	-1.459094e-01	-1.958234e-01	2.442055e-01	-1.459081e-01	-1.958275e-01	2.442081e-01
 52	  8	6.450000e+03	-1.457705e-01	-1.962860e-01	2.444938e-01	-1.457692e-01	-1.962900e-01	2.444963e-01
 52	  8	6.550000e+03	-1.456567e-01	-1.966609e-01	2.447272e-01	-1.456555e-01	-1.966649e-01	2.447297e-01
 52	  8	6.650000e+03	-1.455925e-01	-1.968711e-01	2.448579e-01	-1.455913e-01	-1.968751e-01	2.448604e-01
 52	  8	6.750000e+03	-1.456792e-01	-1.965870e-01	2.446812e-01	-1.456781e-01	-1.965909e-01	2.446836e-01
 52	  8	6.850000e+03	-1.475222e-01	-1.900010e-01	2.405477e-01	-1.475212e-01	-1.900048e-01	2.405501e-01
 52	  8	6.950000e+03	-1.439431e-01	-2.019371e-01	2.479883e-01	-1.439418e-01	-2.019410e-01	2.479907e-01
 52	  8	7.050000e+03	-1.443445e-01	-2.007583e-01	2.472635e-01	-1.443432e-01	-2.007620e-01	2.472658e-01
 52	  8	7.150000e+03	-1.443632e-01	-2.007026e-01	2.472292e-01	-1.443619e-01	-2.007063e-01	2.472315e-01
 52	  8	7.250000e+03	-1.443113e-01	-2.008571e-01	2.473243e-01	-1.443100e-01	-2.008608e-01	2.473266e-01
 52	  8	7.350000e+03	-1.442370e-01	-2.010770e-01	2.474597e-01	-1.442358e-01	-2.010807e-01	2.474619e-01
 52	  8	7.450000e+03	-1.441550e-01	-2.013189e-01	2.476085e-01	-1.441537e-01	-2.013225e-01	2.476107e-01
 52	  8	7.550000e+03	-1.440708e-01	-2.015655e-01	2.477601e-01	-1.440696e-01	-2.015691e-01	2.477623e-01
 52	  8	7.650000e+03	-1.439872e-01	-2.018091e-01	2.479097e-01	-1.439860e-01	-2.018125e-01	2.479118e-01
 52	  8	7.750000e+03	-1.439056e-01	-2.020457e-01	2.480550e-01	-1.439044e-01	-2.020491e-01	2.480571e-01
 52	  8	7.850000e+03	-1.438266e-01	-2.022735e-01	2.481948e-01	-1.438255e-01	-2.022769e-01	2.481969e-01
 52	  8	7.950000e+03	-1.437506e-01	-2.024916e-01	2.483286e-01	-1.437494e-01	-2.024950e-01	2.483306e-01
 52	  8	8.050000e+03	-1.436777e-01	-2.026998e-01	2.484562e-01	-1.436765e-01	-2.027031e-01	2.484582e-01
 52	  8	8.150000e+03	-1.436080e-01	-2.028981e-01	2.485777e-01	-1.436068e-01	-2.029014e-01	2.485797e-01
 52	  8	8.250000e+03	-1.435413e-01	-2.030868e-01	2.486933e-01	-1.435401e-01	-2.030901e-01	2.486953e-01
 52	  8	8.350000e+03	-1.434776e-01	-2.032664e-01	2.488032e-01	-1.434764e-01	-2.032696e-01	2.488052e-01
 52	  8	8.450000e+03	-1.434167e-01	-2.034373e-01	2.489078e-01	-1.434156e-01	-2.034404e-01	2.489097e-01
 52	  8	8.550000e+03	-1.433586e-01	-2.036000e-01	2.490073e-01	-1.433574e-01	-2.036031e-01	2.490092e-01
 52	  8	8.650000e+03	-1.433029e-01	-2.037551e-01	2.491022e-01	-1.433018e-01	-2.037582e-01	2.491041e-01
 52	  8	8.750000e+03	-1.432496e-01	-2.039033e-01	2.491927e-01	-1.432485e-01	-2.039063e-01	2.491946e-01
 52	  8	8.850000e+03	-1.431985e-01	-2.040449e-01	2.492792e-01	-1.431974e-01	-2.040479e-01	2.492811e-01
 52	  8	8.950000e+03	-1.431493e-01	-2.041806e-01	2.493621e-01	-1.431483e-01	-2.041836e-01	2.493640e-01
 52	  8	9.050000e+03	-1.431020e-01	-2.043110e-01	2.494417e-01	-1.431009e-01	-2.043139e-01	2.494435e-01
 52	  8	9.150000e+03	-1.430563e-01	-2.044364e-01	2.495183e-01	-1.430553e-01	-2.044394e-01	2.495201e-01
 52	  8	9.250000e+03	-1.430121e-01	-2.045574e-01	2.495921e-01	-1.430111e-01	-2.045604e-01	2.495939e-01
 52	  8	9.350000e+03	-1.429693e-01	-2.046745e-01	2.496635e-01	-1.429682e-01	-2.046774e-01	2.496653e-01
 52	  8	9.450000e+03	-1.429276e-01	-2.047880e-01	2.497327e-01	-1.429266e-01	-2.047908e-01	2.497345e-01
 52	  8	9.550000e+03	-1.428871e-01	-2.048983e-01	2.498000e-01	-1.428860e-01	-2.049011e-01	2.498017e-01
 52	  8	9.650000e+03	-1.428474e-01	-2.050058e-01	2.498655e-01	-1.428464e-01	-2.050086e-01	2.498672e-01
 52	  8	9.750000e+03	-1.428086e-01	-2.051108e-01	2.499295e-01	-1.428076e-01	-2.051135e-01	2.499311e-01
 52	  8	9.850000e+03	-1.427705e-01	-2.052136e-01	2.499921e-01	-1.427695e-01	-2.052163e-01	2.499937e-01
 52	  8	9.950000e+03	-1.427331e-01	-2.053144e-01	2.500535e-01	-1.427321e-01	-2.053171e-01	2.500551e-01
 52	 12	5.000000e+01	8.418973e-02	-2.539100e-02	8.793528e-02	8.413060e-02	-2.535179e-02	8.786735e-02
 52	 12	1.500000e+02	8.353418e-02	-2.495846e-02	8.718305e-02	8.351474e-02	-2.494570e-02	8.716076e-02
 52	 12	2.500000e+02	7.668267e-02	-2.071792e-02	7.943214e-02	7.667266e-02	-2.071208e-02	7.942095e-02
 52	 12	3.500000e+02	4.852179e-02	-7.937742e-03	4.916677e-02	4.851878e-02	-7.936732e-03	4.916364e-02
 52	 12	4.500000e+02	3.732596e-02	-4.645705e-03	3.761396e-02	3.732456e-02	-4.645351e-03	3.761252e-02
 52	 12	5.500000e+02	7.131370e-02	-1.773177e-02	7.348510e-02	7.130972e-02	-1.772966e-02	7.348073e-02
 52	 12	6.500000e+02	1.035238e-01	-4.060520e-02	1.112024e-01	1.035174e-01	-4.059927e-02	1.111942e-01
 52	 12	7.500000e+02	1.066207e-01	-4.355824e-02	1.151750e-01	1.066149e-01	-4.355255e-02	1.151675e-01
 52	 12	8.500000e+02	9.280601e-02	-3.155031e-02	9.802233e-02	9.280189e-02	-3.154715e-02	9.801742e-02
 52	 12	9.500000e+02	6.982926e-02	-1.695536e-02	7.185826e-02	6.982704e-02	-1.695422e-02	7.185584e-02
 52	 12	1.050000e+03	4.215971e-02	-5.952809e-03	4.257790e-02	4.215895e-02	-5.952590e-03	4.257711e-02
 52	 12	1.150000e+03	1.316002e-02	-5.697446e-04	1.317235e-02	1.315996e-02	-5.697386e-04	1.317228e-02
 52	 12	1.250000e+03	-1.471624e-02	-7.127959e-04	1.473350e-02	-1.471632e-02	-7.128036e-04	1.473358e-02
 52	 12	1.350000e+03	-3.994682e-02	-5.333237e-03	4.030126e-02	-3.994735e-02	-5.333382e-03	4.030181e-02
 52	 12	1.450000e+03	-6.182141e-02	-1.311439e-02	6.319710e-02	-6.182257e-02	-1.311490e-02	6.319834e-02
 52	 12	1.550000e+03	-8.021576e-02	-2.284196e-02	8.340458e-02	-8.021751e-02	-2.284305e-02	8.340656e-02
 52	 12	1.650000e+03	-9.535658e-02	-3.355469e-02	1.010880e-01	-9.535879e-02	-3.355647e-02	1.010907e-01
 52	 12	1.750000e+03	-1.076372e-01	-4.456461e-02	1.164979e-01	-1.076397e-01	-4.456712e-02	1.165012e-01
 52	 12	1.850000e+03	-1.174980e-01	-5.541730e-02	1.299110e-01	-1.175007e-01	-5.542053e-02	1.299148e-01
 52	 12	1.950000e+03	-1.253607e-01	-6.583536e-02	1.415966e-01	-1.253634e-01	-6.583924e-02	1.416008e-01
 52	 12	2.050000e+03	-1.315981e-01	-7.566573e-02	1.518004e-01	-1.316007e-01	-7.567019e-02	1.518048e-01
 52	 12	2.150000e+03	-1.365256e-01	-8.483823e-02	1.607382e-01	-1.365280e-01	-8.484317e-02	1.607428e-01
 52	 12	2.250000e+03	-1.404030e-01	-9.333537e-02	1.685956e-01	-1.404052e-01	-9.334071e-02	1.686005e-01
 52	 12	2.350000e+03	-1.434408e-01	-1.011717e-01	1.755305e-01	-1.434428e-01	-1.011773e-01	1.755355e-01
 52	 12	2.450000e+03	-1.458080e-01	-1.083800e-01	1.816761e-01	-1.458098e-01	-1.083859e-01	1.816810e-01
 52	 12	2.550000e+03	-1.476396e-01	-1.150024e-01	1.871443e-01	-1.476411e-01	-1.150085e-01	1.871493e-01
 52	 12	2.650000e+03	-1.490430e-01	-1.210849e-01	1.920296e-01	-1.490443e-01	-1.210911e-01	1.920345e-01
 52	 12	2.750000e+03	-1.501039e-01	-1.266737e-01	1.964113e-01	-1.501049e-01	-1.266801e-01	1.964162e-01
 52	 12	2.850000e+03	-1.508903e-01	-1.318136e-01	2.003564e-01	-1.508912e-01	-1.318200e-01	2.003613e-01
 52	 12	2.950000e+03	-1.514566e-01	-1.365462e-01	2.039215e-01	-1.514573e-01	-1.365527e-01	2.039263e-01
 52	 12	3.050000e+03	-1.518464e-01	-1.409103e-01	2.071546e-01	-1.518468e-01	-1.409168e-01	2.071594e-01
 52	 12	3.150000e+03	-1.520942e-01	-1.449410e-01	2.100965e-01	-1.520945e-01	-1.449474e-01	2.101012e-01
 52	 12	3.250000e+03	-1.522281e-01	-1.486700e-01	2.127820e-01	-1.522283e-01	-1.486764e-01	2.127866e-01
 52	 12	3.350000e+03	-1.522707e-01	-1.521258e-01	2.152408e-01	-1.522707e-01	-1.521321e-01	2.152453e-01
 52	 12	3.450000e+03	-1.522399e-01	-1.553340e-01	2.174986e-01	-1.522398e-01	-1.553403e-01	2.175030e-01
 52	 12	3.550000e+03	-1.521506e-01	-1.583174e-01	2.195774e-01	-1.521504e-01	-1.583237e-01	2.195817e-01
 52	 12	3.650000e+03	-1.520147e-01	-1.610965e-01	2.214962e-01	-1.520144e-01	-1.611026e-01	2.215004e-01
 52	 12	3.750000e+03	-1.518420e-01	-1.636893e-01	2.232715e-01	-1.518415e-01	-1.636954e-01	2.232757e-01
 52	 12	3.850000e+03	-1.516403e-01	-1.661121e-01	2.249178e-01	-1.516398e-01	-1.661181e-01	2.249219e-01
 52	 12	3.950000e+03	-1.514163e-01	-1.683794e-01	2.264476e-01	-1.514156e-01	-1.683853e-01	2.264515e-01
 52	 12	4.050000e+03	-1.511751e-01	-1.705040e-01	2.278717e-01	-1.511744e-01	-1.705098e-01	2.278756e-01
 52	 12	4.150000e+03	-1.509214e-01	-1.724974e-01	2.291999e-01	-1.509206e-01	-1.725031e-01	2.292038e-01
 52	 12	4.250000e+03	-1.506585e-01	-1.743699e-01	2.304406e-01	-1.506577e-01	-1.743756e-01	2.304444e-01
 52	 12	4.350000e+03	-1.503897e-01	-1.761308e-01	2.316012e-01	-1.503888e-01	-1.761364e-01	2.316049e-01
 52	 12	4.450000e+03	-1.501174e-01	-1.777882e-01	2.326883e-01	-1.501165e-01	-1.777937e-01	2.326920e-01
 52	 12	4.550000e+03	-1.498437e-01	-1.793494e-01	2.337078e-01	-1.498427e-01	-1.793548e-01	2.337113e-01
 52	 12	4.650000e+03	-1.495702e-01	-1.808210e-01	2.346646e-01	-1.495692e-01	-1.808263e-01	2.346681e-01
 52	 12	4.750000e+03	-1.492986e-01	-1.822088e-01	2.355634e-01	-1.492976e-01	-1.822140e-01	2.355668e-01
 52	 12	4.850000e+03	-1.490301e-01	-1.835181e-01	2.364082e-01	-1.490290e-01	-1.835233e-01	2.364116e-01
 52	 12	4.950000e+03	-1.487657e-01	-1.847535e-01	2.372026e-01	-1.487646e-01	-1.847586e-01	2.372059e-01
 52	 12	5.050000e+03	-1.485064e-01	-1.859191e-01	2.379497e-01	-1.485053e-01	-1.859241e-01	2.379529e-01
 52	 12	5.150000e+03	-1.482530e-01	-1.870187e-01	2.386523e-01	-1.482519e-01	-1.870236e-01	2.386555e-01
 52	 12	5.250000e+03	-1.480062e-01	-1.880554e-01	2.393129e-01	-1.480050e-01	-1.880603e-01	2.393160e-01
 52	 12	5.350000e+03	-1.477666e-01	-1.890321e-01	2.399336e-01	-1.477654e-01	-1.890369e-01	2.399366e-01
 52	 12	5.450000e+03	-1.475349e-01	-1.899514e-01	2.405163e-01	-1.475337e-01	-1.899561e-01	2.405193e-01
