lambda	nx	q	q^2	F
 500	20	1.000000e+00	1.000000e+00	1.560093e-01
 500	20	1.100000e+00	1.210000e+00	1.280914e-01
 500	20	1.200000e+00	1.440000e+00	1.055663e-01
 500	20	1.300000e+00	1.690000e+00	8.732047e-02
 500	20	1.400000e+00	1.960000e+00	7.248230e-02
 500	20	1.500000e+00	2.250000e+00	6.036688e-02
 500	20	1.600000e+00	2.560000e+00	5.043684e-02
 500	20	1.700000e+00	2.890000e+00	4.226705e-02
 500	20	1.800000e+00	3.240000e+00	3.552200e-02
 500	20	1.900000e+00	3.610000e+00	2.993399e-02
 500	20	2.000000e+00	4.000000e+00	2.528946e-02
 500	20	2.100000e+00	4.410000e+00	2.141767e-02
 500	20	2.200000e+00	4.840000e+00	1.818014e-02
 500	20	2.300000e+00	5.290000e+00	1.546565e-02
 500	20	2.400000e+00	5.760000e+00	1.318391e-02
 500	20	2.500000e+00	6.250000e+00	1.126078e-02
 500	20	2.600000e+00	6.760000e+00	9.636147e-03
 500	20	2.700000e+00	7.290000e+00	8.260752e-03
 500	20	2.800000e+00	7.840000e+00	7.093667e-03
 500	20	2.900000e+00	8.410000e+00	6.101232e-03
 500	20	3.000000e+00	9.000000e+00	5.255826e-03
 500	20	3.100000e+00	9.610000e+00	4.534311e-03
 500	20	3.200000e+00	1.024000e+01	3.917310e-03
 500	20	3.300000e+00	1.089000e+01	3.388780e-03
 500	20	3.400000e+00	1.156000e+01	2.935397e-03
 500	20	3.500000e+00	1.225000e+01	2.545859e-03
 500	20	3.600000e+00	1.296000e+01	2.210605e-03
 500	20	3.700000e+00	1.369000e+01	1.921632e-03
 500	20	3.800000e+00	1.444000e+01	1.672265e-03
 500	20	3.900000e+00	1.521000e+01	1.456816e-03
 500	20	4.000000e+00	1.600000e+01	1.270407e-03
 500	20	4.100000e+00	1.681000e+01	1.108892e-03
 500	20	4.200000e+00	1.764000e+01	9.687830e-04
 500	20	4.300000e+00	1.849000e+01	8.471388e-04
 500	20	4.400000e+00	1.936000e+01	7.414237e-04
 500	20	4.500000e+00	2.025000e+01	6.494424e-04
 500	20	4.600000e+00	2.116000e+01	5.693107e-04
 500	20	4.700000e+00	2.209000e+01	4.994289e-04
 500	20	4.800000e+00	2.304000e+01	4.384427e-04
 500	20	4.900000e+00	2.401000e+01	3.851846e-04
 500	20	5.000000e+00	2.500000e+01	3.386358e-04
 500	20	5.100000e+00	2.601000e+01	2.979083e-04
 500	20	5.200000e+00	2.704000e+01	2.622371e-04
 500	20	5.300000e+00	2.809000e+01	2.309685e-04
 500	20	5.400000e+00	2.916000e+01	2.035450e-04
 500	20	5.500000e+00	3.025000e+01	1.794826e-04
 500	20	5.600000e+00	3.136000e+01	1.583559e-04
 500	20	5.700000e+00	3.249000e+01	1.397917e-04
 500	20	5.800000e+00	3.364000e+01	1.234644e-04
 500	20	5.900000e+00	3.481000e+01	1.090930e-04
 500	20	6.000000e+00	3.600000e+01	9.643634e-05
 500	20	6.100000e+00	3.721000e+01	8.528631e-05
 500	20	6.200000e+00	3.844000e+01	7.546024e-05
 500	20	6.300000e+00	3.969000e+01	6.679645e-05
 500	20	6.400000e+00	4.096000e+01	5.915254e-05
 500	20	6.500000e+00	4.225000e+01	5.240361e-05
 500	20	6.600000e+00	4.356000e+01	4.644064e-05
 500	20	6.700000e+00	4.489000e+01	4.116951e-05
 500	20	6.800000e+00	4.624000e+01	3.650874e-05
 500	20	6.900000e+00	4.761000e+01	3.238686e-05
 500	20	7.000000e+00	4.900000e+01	2.874050e-05
 500	20	7.100000e+00	5.041000e+01	2.551340e-05
 500	20	7.200000e+00	5.184000e+01	2.265594e-05
 500	20	7.300000e+00	5.329000e+01	2.012433e-05
 500	20	7.400000e+00	5.476000e+01	1.788012e-05
 500	20	7.500000e+00	5.625000e+01	1.588988e-05
 500	20	7.600000e+00	5.776000e+01	1.412452e-05
 500	20	7.700000e+00	5.929000e+01	1.255843e-05
 500	20	7.800000e+00	6.084000e+01	1.116887e-05
 500	20	7.900000e+00	6.241000e+01	9.935634e-06
 500	20	8.000000e+00	6.400000e+01	8.840775e-06
 500	20	8.100000e+00	6.561000e+01	7.868401e-06
 500	20	8.200000e+00	6.724000e+01	7.004422e-06
 500	20	8.300000e+00	6.889000e+01	6.236423e-06
 500	20	8.400000e+00	7.056000e+01	5.553510e-06
 500	20	8.500000e+00	7.225000e+01	4.946184e-06
 500	20	8.600000e+00	7.396000e+01	4.406025e-06
 500	20	8.700000e+00	7.569000e+01	3.925538e-06
 500	20	8.800000e+00	7.744000e+01	3.498091e-06
 500	20	8.900000e+00	7.921000e+01	3.117760e-06
 500	20	9.000000e+00	8.100000e+01	2.779270e-06
 500	20	9.100000e+00	8.281000e+01	2.477933e-06
 500	20	9.200000e+00	8.464000e+01	2.209584e-06
 500	20	9.300000e+00	8.649000e+01	1.970532e-06
 500	20	9.400000e+00	8.836000e+01	1.757516e-06
 500	20	9.500000e+00	9.025000e+01	1.567688e-06
 500	20	9.600000e+00	9.216000e+01	1.398512e-06
 500	20	9.700000e+00	9.409000e+01	1.247724e-06
 500	20	9.800000e+00	9.604000e+01	1.113322e-06
 500	20	9.900000e+00	9.801000e+01	9.935231e-07
 500	20	1.000000e+01	1.000000e+02	8.867300e-07
 600	20	0.000000e+00	0.000000e+00	9.999996e-01
 600	20	1.000000e-02	1.000000e-04	9.990958e-01
 600	20	2.000000e-02	4.000000e-04	9.965060e-01
 600	20	3.000000e-02	9.000000e-04	9.923951e-01
 600	20	4.000000e-02	1.600000e-03	9.869263e-01
 600	20	5.000000e-02	2.500000e-03	9.802352e-01
 600	20	6.000000e-02	3.600000e-03	9.724598e-01
 600	20	7.000000e-02	4.900000e-03	9.637212e-01
 600	20	8.000000e-02	6.400000e-03	9.541264e-01
 600	20	9.000000e-02	8.100000e-03	9.437808e-01
 600	20	1.000000e-01	1.000000e-02	9.327798e-01
 600	20	1.100000e-01	1.210000e-02	9.212067e-01
 600	20	1.200000e-01	1.440000e-02	9.091389e-01
 600	20	1.300000e-01	1.690000e-02	8.966499e-01
 600	20	1.400000e-01	1.960000e-02	8.838062e-01
 600	20	1.500000e-01	2.250000e-02	8.706668e-01
 600	20	1.600000e-01	2.560000e-02	8.572846e-01
 600	20	1.700000e-01	2.890000e-02	8.437092e-01
 600	20	1.800000e-01	3.240000e-02	8.299865e-01
 600	20	1.900000e-01	3.610000e-02	8.161578e-01
 600	20	2.000000e-01	4.000000e-02	8.022595e-01
 600	20	2.100000e-01	4.410000e-02	7.883242e-01
 600	20	2.200000e-01	4.840000e-02	7.743816e-01
 600	20	2.300000e-01	5.290000e-02	7.604591e-01
 600	20	2.400000e-01	5.760000e-02	7.465816e-01
 600	20	2.500000e-01	6.250000e-02	7.327710e-01
 600	20	2.600000e-01	6.760000e-02	7.190466e-01
 600	20	2.700000e-01	7.290000e-02	7.054253e-01
 600	20	2.800000e-01	7.840000e-02	6.919221e-01
 600	20	2.900000e-01	8.410000e-02	6.785507e-01
 600	20	3.000000e-01	9.000000e-02	6.653233e-01
 600	20	3.100000e-01	9.610000e-02	6.522506e-01
 600	20	3.200000e-01	1.024000e-01	6.393419e-01
 600	20	3.300000e-01	1.089000e-01	6.266047e-01
 600	20	3.400000e-01	1.156000e-01	6.140456e-01
 600	20	3.500000e-01	1.225000e-01	6.016700e-01
 600	20	3.600000e-01	1.296000e-01	5.894827e-01
 600	20	3.700000e-01	1.369000e-01	5.774876e-01
 600	20	3.800000e-01	1.444000e-01	5.656881e-01
 600	20	3.900000e-01	1.521000e-01	5.540866e-01
 600	20	4.000000e-01	1.600000e-01	5.426849e-01
 600	20	4.100000e-01	1.681000e-01	5.314841e-01
 600	20	4.200000e-01	1.764000e-01	5.204848e-01
 600	20	4.300000e-01	1.849000e-01	5.096870e-01
 600	20	4.400000e-01	1.936000e-01	4.990905e-01
 600	20	4.500000e-01	2.025000e-01	4.886946e-01
 600	20	4.600000e-01	2.116000e-01	4.784986e-01
 600	20	4.700000e-01	2.209000e-01	4.685014e-01
 600	20	4.800000e-01	2.304000e-01	4.587013e-01
 600	20	4.900000e-01	2.401000e-01	4.490968e-01
 600	20	5.000000e-01	2.500000e-01	4.396858e-01
 600	20	5.100000e-01	2.601000e-01	4.304662e-01
 600	20	5.200000e-01	2.704000e-01	4.214355e-01
 600	20	5.300000e-01	2.809000e-01	4.125913e-01
 600	20	5.400000e-01	2.916000e-01	4.039311e-01
 600	20	5.500000e-01	3.025000e-01	3.954521e-01
 600	20	5.600000e-01	3.136000e-01	3.871518e-01
 600	20	5.700000e-01	3.249000e-01	3.790274e-01
 600	20	5.800000e-01	3.364000e-01	3.710759e-01
 600	20	5.900000e-01	3.481000e-01	3.632946e-01
 600	20	6.000000e-01	3.600000e-01	3.556804e-01
 600	20	6.100000e-01	3.721000e-01	3.482304e-01
 600	20	6.200000e-01	3.844000e-01	3.409414e-01
 600	20	6.300000e-01	3.969000e-01	3.338105e-01
 600	20	6.400000e-01	4.096000e-01	3.268346e-01
 600	20	6.500000e-01	4.225000e-01	3.200108e-01
 600	20	6.600000e-01	4.356000e-01	3.133360e-01
 600	20	6.700000e-01	4.489000e-01	3.068073e-01
 600	20	6.800000e-01	4.624000e-01	3.004219e-01
 600	20	6.900000e-01	4.761000e-01	2.941766e-01
 600	20	7.000000e-01	4.900000e-01	2.880688e-01
 600	20	7.100000e-01	5.041000e-01	2.820954e-01
 600	20	7.200000e-01	5.184000e-01	2.762537e-01
 600	20	7.300000e-01	5.329000e-01	2.705407e-01
 600	20	7.400000e-01	5.476000e-01	2.649538e-01
 600	20	7.500000e-01	5.625000e-01	2.594902e-01
 600	20	7.600000e-01	5.776000e-01	2.541471e-01
 600	20	7.700000e-01	5.929000e-01	2.489219e-01
 600	20	7.800000e-01	6.084000e-01	2.438121e-01
 600	20	7.900000e-01	6.241000e-01	2.388150e-01
 600	20	8.000000e-01	6.400000e-01	2.339282e-01
 600	20	8.100000e-01	6.561000e-01	2.291492e-01
 600	20	8.200000e-01	6.724000e-01	2.244756e-01
 600	20	8.300000e-01	6.889000e-01	2.199051e-01
 600	20	8.400000e-01	7.056000e-01	2.154352e-01
 600	20	8.500000e-01	7.225000e-01	2.110638e-01
 600	20	8.600000e-01	7.396000e-01	2.067886e-01
 600	20	8.700000e-01	7.569000e-01	2.026073e-01
 600	20	8.800000e-01	7.744000e-01	1.985179e-01
 600	20	8.900000e-01	7.921000e-01	1.945181e-01
 600	20	9.000000e-01	8.100000e-01	1.906059e-01
 600	20	9.100000e-01	8.281000e-01	1.867793e-01
 600	20	9.200000e-01	8.464000e-01	1.830363e-01
 600	20	9.300000e-01	8.649000e-01	1.793750e-01
 600	20	9.400000e-01	8.836000e-01	1.757936e-01
 600	20	9.500000e-01	9.025000e-01	1.722902e-01
 600	20	9.600000e-01	9.216000e-01	1.688631e-01
 600	20	9.700000e-01	9.409000e-01	1.655103e-01
 600	20	9.800000e-01	9.604000e-01	1.622304e-01
 600	20	9.900000e-01	9.801000e-01	1.590215e-01
 600	20	1.000000e+00	1.000000e+00	1.558820e-01
 600	20	1.100000e+00	1.210000e+00	1.279685e-01
 600	20	1.200000e+00	1.440000e+00	1.054484e-01
 600	20	1.300000e+00	1.690000e+00	8.720827e-02
 600	20	1.400000e+00	1.960000e+00	7.237601e-02
 600	20	1.500000e+00	2.250000e+00	6.026659e-02
 600	20	1.600000e+00	2.560000e+00	5.034251e-02
 600	20	1.700000e+00	2.890000e+00	4.217856e-02
 600	20	1.800000e+00	3.240000e+00	3.543915e-02
 600	20	1.900000e+00	3.610000e+00	2.985656e-02
 600	20	2.000000e+00	4.000000e+00	2.521720e-02
 600	20	2.100000e+00	4.410000e+00	2.135032e-02
 600	20	2.200000e+00	4.840000e+00	1.811743e-02
 600	20	2.300000e+00	5.290000e+00	1.540731e-02
 600	20	2.400000e+00	5.760000e+00	1.312967e-02
 600	20	2.500000e+00	6.250000e+00	1.121039e-02
 600	20	2.600000e+00	6.760000e+00	9.589356e-03
 600	20	2.700000e+00	7.290000e+00	8.217323e-03
 600	20	2.800000e+00	7.840000e+00	7.053375e-03
 600	20	2.900000e+00	8.410000e+00	6.063863e-03
 600	20	3.000000e+00	9.000000e+00	5.221179e-03
 600	20	3.100000e+00	9.610000e+00	4.502197e-03
 600	20	3.200000e+00	1.024000e+01	3.887550e-03
 600	20	3.300000e+00	1.089000e+01	3.361209e-03
 600	20	3.400000e+00	1.156000e+01	2.909859e-03
 600	20	3.500000e+00	1.225000e+01	2.522207e-03
 600	20	3.600000e+00	1.296000e+01	2.188704e-03
 600	20	3.700000e+00	1.369000e+01	1.901356e-03
 600	20	3.800000e+00	1.444000e+01	1.653496e-03
 600	20	3.900000e+00	1.521000e+01	1.439444e-03
 600	20	4.000000e+00	1.600000e+01	1.254331e-03
 600	20	4.100000e+00	1.681000e+01	1.094017e-03
 600	20	4.200000e+00	1.764000e+01	9.550209e-04
 600	20	4.300000e+00	1.849000e+01	8.344079e-04
 600	20	4.400000e+00	1.936000e+01	7.296480e-04
 600	20	4.500000e+00	2.025000e+01	6.385516e-04
 600	20	4.600000e+00	2.116000e+01	5.592396e-04
 600	20	4.700000e+00	2.209000e+01	4.901169e-04
 600	20	4.800000e+00	2.304000e+01	4.298337e-04
 600	20	4.900000e+00	2.401000e+01	3.772264e-04
 600	20	5.000000e+00	2.500000e+01	3.312799e-04
 600	20	5.100000e+00	2.601000e+01	2.911101e-04
 600	20	5.200000e+00	2.704000e+01	2.559551e-04
 600	20	5.300000e+00	2.809000e+01	2.251644e-04
 600	20	5.400000e+00	2.916000e+01	1.981831e-04
 600	20	5.500000e+00	3.025000e+01	1.745298e-04
 600	20	5.600000e+00	3.136000e+01	1.537815e-04
 600	20	5.700000e+00	3.249000e+01	1.355673e-04
 600	20	5.800000e+00	3.364000e+01	1.195639e-04
 600	20	5.900000e+00	3.481000e+01	1.054922e-04
 600	20	6.000000e+00	3.600000e+01	9.311266e-05
 600	20	6.100000e+00	3.721000e+01	8.221884e-05
 600	20	6.200000e+00	3.844000e+01	7.262960e-05
 600	20	6.300000e+00	3.969000e+01	6.418475e-05
 600	20	6.400000e+00	4.096000e+01	5.674323e-05
 600	20	6.500000e+00	4.225000e+01	5.018139e-05
 600	20	6.600000e+00	4.356000e+01	4.439136e-05
 600	20	6.700000e+00	4.489000e+01	3.928004e-05
 600	20	6.800000e+00	4.624000e+01	3.476690e-05
 600	20	6.900000e+00	4.761000e+01	3.078137e-05
 600	20	7.000000e+00	4.900000e+01	2.726092e-05
 600	20	7.100000e+00	5.041000e+01	2.415010e-05
 600	20	7.200000e+00	5.184000e+01	2.140002e-05
 600	20	7.300000e+00	5.329000e+01	1.896756e-05
 600	20	7.400000e+00	5.476000e+01	1.681490e-05
 600	20	7.500000e+00	5.625000e+01	1.490916e-05
 600	20	7.600000e+00	5.776000e+01	1.322177e-05
 600	20	7.700000e+00	5.929000e+01	1.172760e-05
 600	20	7.800000e+00	6.084000e+01	1.040436e-05
 600	20	7.900000e+00	6.241000e+01	9.232307e-06
 600	20	8.000000e+00	6.400000e+01	8.193868e-06
 600	20	8.100000e+00	6.561000e+01	7.273522e-06
 600	20	8.200000e+00	6.724000e+01	6.457512e-06
 600	20	8.300000e+00	6.889000e+01	5.733728e-06
 600	20	8.400000e+00	7.056000e+01	5.091558e-06
 600	20	8.500000e+00	7.225000e+01	4.521764e-06
 600	20	8.600000e+00	7.396000e+01	4.016170e-06
 600	20	8.700000e+00	7.569000e+01	3.567512e-06
 600	20	8.800000e+00	7.744000e+01	3.169373e-06
 600	20	8.900000e+00	7.921000e+01	2.816024e-06
 600	20	9.000000e+00	8.100000e+01	2.502370e-06
 600	20	9.100000e+00	8.281000e+01	2.223889e-06
 600	20	9.200000e+00	8.464000e+01	1.976567e-06
 600	20	9.300000e+00	8.649000e+01	1.756855e-06
 600	20	9.400000e+00	8.836000e+01	1.561621e-06
 600	20	9.500000e+00	9.025000e+01	1.388139e-06
 600	20	9.600000e+00	9.216000e+01	1.233987e-06
 600	20	9.700000e+00	9.409000e+01	1.097005e-06
 600	20	9.800000e+00	9.604000e+01	9.752894e-07
 600	20	9.900000e+00	9.801000e+01	8.671435e-07
 600	20	1.000000e+01	1.000000e+02	7.710519e-07
 700	20	0.000000e+00	0.000000e+00	9.999995e-01
 700	20	1.000000e-02	1.000000e-04	9.990947e-01
 700	20	2.000000e-02	4.000000e-04	9.965021e-01
 700	20	3.000000e-02	9.000000e-04	9.923866e-01
 700	20	4.000000e-02	1.600000e-03	9.869119e-01
 700	20	5.000000e-02	2.500000e-03	9.802135e-01
 700	20	6.000000e-02	3.600000e-03	9.724298e-01
 700	20	7.000000e-02	4.900000e-03	9.636818e-01
 700	20	8.000000e-02	6.400000e-03	9.540768e-01
 700	20	9.000000e-02	8.100000e-03	9.437202e-01
 700	20	1.000000e-01	1.000000e-02	9.327077e-01
 700	20	1.100000e-01	1.210000e-02	9.211226e-01
 700	20	1.200000e-01	1.440000e-02	9.090423e-01
 700	20	1.300000e-01	1.690000e-02	8.965404e-01
 700	20	1.400000e-01	1.960000e-02	8.836837e-01
 700	20	1.500000e-01	2.250000e-02	8.705310e-01
 700	20	1.600000e-01	2.560000e-02	8.571355e-01
 700	20	1.700000e-01	2.890000e-02	8.435466e-01
 700	20	1.800000e-01	3.240000e-02	8.298104e-01
 700	20	1.900000e-01	3.610000e-02	8.159682e-01
 700	20	2.000000e-01	4.000000e-02	8.020565e-01
 700	20	2.100000e-01	4.410000e-02	7.881079e-01
 700	20	2.200000e-01	4.840000e-02	7.741521e-01
 700	20	2.300000e-01	5.290000e-02	7.602165e-01
 700	20	2.400000e-01	5.760000e-02	7.463261e-01
 700	20	2.500000e-01	6.250000e-02	7.325029e-01
 700	20	2.600000e-01	6.760000e-02	7.187661e-01
 700	20	2.700000e-01	7.290000e-02	7.051326e-01
 700	20	2.800000e-01	7.840000e-02	6.916174e-01
 700	20	2.900000e-01	8.410000e-02	6.782343e-01
 700	20	3.000000e-01	9.000000e-02	6.649955e-01
 700	20	3.100000e-01	9.610000e-02	6.519117e-01
 700	20	3.200000e-01	1.024000e-01	6.389921e-01
 700	20	3.300000e-01	1.089000e-01	6.262443e-01
 700	20	3.400000e-01	1.156000e-01	6.136750e-01
 700	20	3.500000e-01	1.225000e-01	6.012894e-01
 700	20	3.600000e-01	1.296000e-01	5.890925e-01
 700	20	3.700000e-01	1.369000e-01	5.770881e-01
 700	20	3.800000e-01	1.444000e-01	5.652794e-01
 700	20	3.900000e-01	1.521000e-01	5.536692e-01
 700	20	4.000000e-01	1.600000e-01	5.422590e-01
 700	20	4.100000e-01	1.681000e-01	5.310500e-01
 700	20	4.200000e-01	1.764000e-01	5.200429e-01
 700	20	4.300000e-01	1.849000e-01	5.092375e-01
 700	20	4.400000e-01	1.936000e-01	4.986337e-01
 700	20	4.500000e-01	2.025000e-01	4.882309e-01
 700	20	4.600000e-01	2.116000e-01	4.780282e-01
 700	20	4.700000e-01	2.209000e-01	4.680244e-01
 700	20	4.800000e-01	2.304000e-01	4.582182e-01
 700	20	4.900000e-01	2.401000e-01	4.486078e-01
 700	20	5.000000e-01	2.500000e-01	4.391912e-01
 700	20	5.100000e-01	2.601000e-01	4.299661e-01
 700	20	5.200000e-01	2.704000e-01	4.209303e-01
 700	20	5.300000e-01	2.809000e-01	4.120813e-01
 700	20	5.400000e-01	2.916000e-01	4.034164e-01
 700	20	5.500000e-01	3.025000e-01	3.949330e-01
 700	20	5.600000e-01	3.136000e-01	3.866285e-01
 700	20	5.700000e-01	3.249000e-01	3.785001e-01
 700	20	5.800000e-01	3.364000e-01	3.705449e-01
 700	20	5.900000e-01	3.481000e-01	3.627601e-01
 700	20	6.000000e-01	3.600000e-01	3.551425e-01
 700	20	6.100000e-01	3.721000e-01	3.476894e-01
 700	20	6.200000e-01	3.844000e-01	3.403975e-01
 700	20	6.300000e-01	3.969000e-01	3.332639e-01
 700	20	6.400000e-01	4.096000e-01	3.262855e-01
 700	20	6.500000e-01	4.225000e-01	3.194593e-01
 700	20	6.600000e-01	4.356000e-01	3.127823e-01
 700	20	6.700000e-01	4.489000e-01	3.062516e-01
 700	20	6.800000e-01	4.624000e-01	2.998643e-01
 700	20	6.900000e-01	4.761000e-01	2.936174e-01
 700	20	7.000000e-01	4.900000e-01	2.875080e-01
 700	20	7.100000e-01	5.041000e-01	2.815333e-01
 700	20	7.200000e-01	5.184000e-01	2.756904e-01
 700	20	7.300000e-01	5.329000e-01	2.699763e-01
 700	20	7.400000e-01	5.476000e-01	2.643885e-01
 700	20	7.500000e-01	5.625000e-01	2.589241e-01
 700	20	7.600000e-01	5.776000e-01	2.535803e-01
 700	20	7.700000e-01	5.929000e-01	2.483546e-01
 700	20	7.800000e-01	6.084000e-01	2.432443e-01
 700	20	7.900000e-01	6.241000e-01	2.382470e-01
 700	20	8.000000e-01	6.400000e-01	2.333600e-01
 700	20	8.100000e-01	6.561000e-01	2.285809e-01
 700	20	8.200000e-01	6.724000e-01	2.239074e-01
 700	20	8.300000e-01	6.889000e-01	2.193370e-01
 700	20	8.400000e-01	7.056000e-01	2.148674e-01
 700	20	8.500000e-01	7.225000e-01	2.104964e-01
 700	20	8.600000e-01	7.396000e-01	2.062216e-01
 700	20	8.700000e-01	7.569000e-01	2.020409e-01
 700	20	8.800000e-01	7.744000e-01	1.979520e-01
 700	20	8.900000e-01	7.921000e-01	1.939529e-01
 700	20	9.000000e-01	8.100000e-01	1.900415e-01
 700	20	9.100000e-01	8.281000e-01	1.862158e-01
 700	20	9.200000e-01	8.464000e-01	1.824738e-01
 700	20	9.300000e-01	8.649000e-01	1.788135e-01
 700	20	9.400000e-01	8.836000e-01	1.752332e-01
 700	20	9.500000e-01	9.025000e-01	1.717309e-01
 700	20	9.600000e-01	9.216000e-01	1.683050e-01
 700	20	9.700000e-01	9.409000e-01	1.649536e-01
 700	20	9.800000e-01	9.604000e-01	1.616750e-01
 700	20	9.900000e-01	9.801000e-01	1.584675e-01
 700	20	1.000000e+00	1.000000e+00	1.553295e-01
 700	20	1.100000e+00	1.210000e+00	1.274333e-01
 700	20	1.200000e+00	1.440000e+00	1.049343e-01
 700	20	1.300000e+00	1.690000e+00	8.671740e-02
 700	20	1.400000e+00	1.960000e+00	7.190966e-02
 700	20	1.500000e+00	2.250000e+00	5.982526e-02
 700	20	1.600000e+00	2.560000e+00	4.992614e-02
 700	20	1.700000e+00	2.890000e+00	4.178673e-02
 700	20	1.800000e+00	3.240000e+00	3.507117e-02
 700	20	1.900000e+00	3.610000e+00	2.951155e-02
 700	20	2.000000e+00	4.000000e+00	2.489418e-02
 700	20	2.100000e+00	4.410000e+00	2.104824e-02
 700	20	2.200000e+00	4.840000e+00	1.783519e-02
 700	20	2.300000e+00	5.290000e+00	1.514382e-02
 700	20	2.400000e+00	5.760000e+00	1.288385e-02
 700	20	2.500000e+00	6.250000e+00	1.098118e-02
 700	20	2.600000e+00	6.760000e+00	9.375746e-03
 700	20	2.700000e+00	7.290000e+00	8.018328e-03
 700	20	2.800000e+00	7.840000e+00	6.868060e-03
 700	20	2.900000e+00	8.410000e+00	5.891340e-03
 700	20	3.000000e+00	9.000000e+00	5.060605e-03
 700	20	3.100000e+00	9.610000e+00	4.352777e-03
 700	20	3.200000e+00	1.024000e+01	3.748538e-03
 700	20	3.300000e+00	1.089000e+01	3.231900e-03
 700	20	3.400000e+00	1.156000e+01	2.789594e-03
 700	20	3.500000e+00	1.225000e+01	2.410369e-03
 700	20	3.600000e+00	1.296000e+01	2.084715e-03
 700	20	3.700000e+00	1.369000e+01	1.804675e-03
 700	20	3.800000e+00	1.444000e+01	1.563618e-03
 700	20	3.900000e+00	1.521000e+01	1.355897e-03
 700	20	4.000000e+00	1.600000e+01	1.176676e-03
 700	20	4.100000e+00	1.681000e+01	1.021844e-03
 700	20	4.200000e+00	1.764000e+01	8.879496e-04
 700	20	4.300000e+00	1.849000e+01	7.720811e-04
 700	20	4.400000e+00	1.936000e+01	6.717338e-04
 700	20	4.500000e+00	2.025000e+01	5.847416e-04
 700	20	4.600000e+00	2.116000e+01	5.092469e-04
 700	20	4.700000e+00	2.209000e+01	4.436744e-04
 700	20	4.800000e+00	2.304000e+01	3.866920e-04
 700	20	4.900000e+00	2.401000e+01	3.371534e-04
 700	20	5.000000e+00	2.500000e+01	2.940600e-04
 700	20	5.100000e+00	2.601000e+01	2.565430e-04
 700	20	5.200000e+00	2.704000e+01	2.238547e-04
 700	20	5.300000e+00	2.809000e+01	1.953572e-04
 700	20	5.400000e+00	2.916000e+01	1.705075e-04
 700	20	5.500000e+00	3.025000e+01	1.488351e-04
 700	20	5.600000e+00	3.136000e+01	1.299280e-04
 700	20	5.700000e+00	3.249000e+01	1.134251e-04
 700	20	5.800000e+00	3.364000e+01	9.901258e-05
 700	20	5.900000e+00	3.481000e+01	8.641953e-05
 700	20	6.000000e+00	3.600000e+01	7.541418e-05
 700	20	6.100000e+00	3.721000e+01	6.579708e-05
 700	20	6.200000e+00	3.844000e+01	5.739389e-05
 700	20	6.300000e+00	3.969000e+01	5.005091e-05
 700	20	6.400000e+00	4.096000e+01	4.363318e-05
 700	20	6.500000e+00	4.225000e+01	3.802265e-05
 700	20	6.600000e+00	4.356000e+01	3.311652e-05
 700	20	6.700000e+00	4.489000e+01	2.882626e-05
 700	20	6.800000e+00	4.624000e+01	2.507558e-05
 700	20	6.900000e+00	4.761000e+01	2.179797e-05
 700	20	7.000000e+00	4.900000e+01	1.893477e-05
 700	20	7.100000e+00	5.041000e+01	1.643423e-05
 700	20	7.200000e+00	5.184000e+01	1.425086e-05
 700	20	7.300000e+00	5.329000e+01	1.234464e-05
 700	20	7.400000e+00	5.476000e+01	1.068056e-05
 700	20	7.500000e+00	5.625000e+01	9.228290e-06
 700	20	7.600000e+00	5.776000e+01	7.961673e-06
 700	20	7.700000e+00	5.929000e+01	6.857849e-06
 700	20	7.800000e+00	6.084000e+01	5.896714e-06
 700	20	7.900000e+00	6.241000e+01	5.060571e-06
 700	20	8.000000e+00	6.400000e+01	4.333774e-06
 700	20	8.100000e+00	6.561000e+01	3.702534e-06
 700	20	8.200000e+00	6.724000e+01	3.154682e-06
 700	20	8.300000e+00	6.889000e+01	2.679557e-06
 700	20	8.400000e+00	7.056000e+01	2.267890e-06
 700	20	8.500000e+00	7.225000e+01	1.911707e-06
 700	20	8.600000e+00	7.396000e+01	1.604040e-06
 700	20	8.700000e+00	7.569000e+01	1.338770e-06
 700	20	8.800000e+00	7.744000e+01	1.110546e-06
 700	20	8.900000e+00	7.921000e+01	9.146254e-07
 700	20	9.000000e+00	8.100000e+01	7.468112e-07
 700	20	9.100000e+00	8.281000e+01	6.033981e-07
 700	20	9.200000e+00	8.464000e+01	4.811272e-07
 700	20	9.300000e+00	8.649000e+01	3.771531e-07
 700	20	9.400000e+00	8.836000e+01	2.890094e-07
 700	20	9.500000e+00	9.025000e+01	2.145985e-07
 700	20	9.600000e+00	9.216000e+01	1.520901e-07
 700	20	9.700000e+00	9.409000e+01	9.988189e-08
 700	20	9.800000e+00	9.604000e+01	5.657741e-08
 700	20	9.900000e+00	9.801000e+01	2.094297e-08
 700	20	1.000000e+01	1.000000e+02	-8.116213e-09
 800	20	0.000000e+00	0.000000e+00	9.999996e-01
 800	20	1.000000e-02	1.000000e-04	9.990938e-01
 800	20	2.000000e-02	4.000000e-04	9.964983e-01
